search_id,database,platform,date,researcher,exact_search_string,filters,date_range,language_filters,results_returned,export_filename,notes
SEARCH_028,Scopus,"Scopus (native Advanced Search, via EUR institutional access -- EUR proxy www-scopus-com.eur.idm.oclc.org, signed in, Advanced query)",2026-09-10,researcher (via Claude Cowork) + Claude (adapter/ingest),"TITLE-ABS-KEY( sanitation OR wastewater OR sewerage OR ""sewer connection*"" OR ""water supply"" OR ""piped water"" OR ""municipal water"" OR ""water connection*"" OR ""water service*"" OR ""sanitation service*"" OR WASH ) AND TITLE-ABS-KEY( ""administrative burden"" OR ""administrative barrier*"" OR ""administrative law"" OR ""legal barrier*"" OR eligibility OR ""legal status"" OR ""legal recognition"" OR ""land tenure"" OR ""property title"" OR documentation OR ""building permit*"" OR zoning OR formalization OR formalisation OR regularization OR regularisation OR ""service area*"" OR ""administrative discretion"" OR accommodation OR enforcement OR regulation OR ""regulatory governance"" OR governance OR institutional* OR bureaucratic ) AND TITLE-ABS-KEY( access OR connection OR coverage OR reliability OR affordability OR exclusion OR inclusion OR inequality OR inequity OR ""service delivery"" ) AND PUBYEAR = 2018",none beyond PUBYEAR/DOCTYPE clause in the query itself (no sidebar filters),2018,none,241,SEARCH_028_SCOPUS_2026-09-10.csv,"Batch from scopus_batch_plan_2026-08-26.md, executed 2026-09-10 per the researcher's own run log (scopus_batch_run_log_20260910.csv). Plan estimate ~241, exact match. Field picker included Abstract, Author Keywords, and Index Keywords (same as SEARCH_021b) -- real title/abstract screening is possible on this batch. Native raw file (22 original Scopus columns) preserved in 01_search/raw_exports/native/; normalized via code/search/adapters/scopus_adapter.py."
SEARCH_029,Scopus,"Scopus (native Advanced Search, via EUR institutional access -- EUR proxy www-scopus-com.eur.idm.oclc.org, signed in, Advanced query)",2026-09-10,researcher (via Claude Cowork) + Claude (adapter/ingest),"TITLE-ABS-KEY( sanitation OR wastewater OR sewerage OR ""sewer connection*"" OR ""water supply"" OR ""piped water"" OR ""municipal water"" OR ""water connection*"" OR ""water service*"" OR ""sanitation service*"" OR WASH ) AND TITLE-ABS-KEY( ""administrative burden"" OR ""administrative barrier*"" OR ""administrative law"" OR ""legal barrier*"" OR eligibility OR ""legal status"" OR ""legal recognition"" OR ""land tenure"" OR ""property title"" OR documentation OR ""building permit*"" OR zoning OR formalization OR formalisation OR regularization OR regularisation OR ""service area*"" OR ""administrative discretion"" OR accommodation OR enforcement OR regulation OR ""regulatory governance"" OR governance OR institutional* OR bureaucratic ) AND TITLE-ABS-KEY( access OR connection OR coverage OR reliability OR affordability OR exclusion OR inclusion OR inequality OR inequity OR ""service delivery"" ) AND PUBYEAR > 2015 AND PUBYEAR < 2018",none beyond PUBYEAR/DOCTYPE clause in the query itself (no sidebar filters),2016-2017,none,375,SEARCH_029_SCOPUS_2026-09-10.csv,"Batch from scopus_batch_plan_2026-08-26.md, executed 2026-09-10 per the researcher's own run log (scopus_batch_run_log_20260910.csv). Plan estimate ~375, exact match. Field picker included Abstract, Author Keywords, and Index Keywords (same as SEARCH_021b) -- real title/abstract screening is possible on this batch. Native raw file (22 original Scopus columns) preserved in 01_search/raw_exports/native/; normalized via code/search/adapters/scopus_adapter.py."
SEARCH_030,Scopus,"Scopus (native Advanced Search, via EUR institutional access -- EUR proxy www-scopus-com.eur.idm.oclc.org, signed in, Advanced query)",2026-09-10,researcher (via Claude Cowork) + Claude (adapter/ingest),"TITLE-ABS-KEY( sanitation OR wastewater OR sewerage OR ""sewer connection*"" OR ""water supply"" OR ""piped water"" OR ""municipal water"" OR ""water connection*"" OR ""water service*"" OR ""sanitation service*"" OR WASH ) AND TITLE-ABS-KEY( ""administrative burden"" OR ""administrative barrier*"" OR ""administrative law"" OR ""legal barrier*"" OR eligibility OR ""legal status"" OR ""legal recognition"" OR ""land tenure"" OR ""property title"" OR documentation OR ""building permit*"" OR zoning OR formalization OR formalisation OR regularization OR regularisation OR ""service area*"" OR ""administrative discretion"" OR accommodation OR enforcement OR regulation OR ""regulatory governance"" OR governance OR institutional* OR bureaucratic ) AND TITLE-ABS-KEY( access OR connection OR coverage OR reliability OR affordability OR exclusion OR inclusion OR inequality OR inequity OR ""service delivery"" ) AND PUBYEAR > 2013 AND PUBYEAR < 2016",none beyond PUBYEAR/DOCTYPE clause in the query itself (no sidebar filters),2014-2015,none,315,SEARCH_030_SCOPUS_2026-09-10.csv,"Batch from scopus_batch_plan_2026-08-26.md, executed 2026-09-10 per the researcher's own run log (scopus_batch_run_log_20260910.csv). Plan estimate ~315, exact match. Field picker included Abstract, Author Keywords, and Index Keywords (same as SEARCH_021b) -- real title/abstract screening is possible on this batch. Native raw file (22 original Scopus columns) preserved in 01_search/raw_exports/native/; normalized via code/search/adapters/scopus_adapter.py."
SEARCH_031,Scopus,"Scopus (native Advanced Search, via EUR institutional access -- EUR proxy www-scopus-com.eur.idm.oclc.org, signed in, Advanced query)",2026-09-10,researcher (via Claude Cowork) + Claude (adapter/ingest),"TITLE-ABS-KEY( sanitation OR wastewater OR sewerage OR ""sewer connection*"" OR ""water supply"" OR ""piped water"" OR ""municipal water"" OR ""water connection*"" OR ""water service*"" OR ""sanitation service*"" OR WASH ) AND TITLE-ABS-KEY( ""administrative burden"" OR ""administrative barrier*"" OR ""administrative law"" OR ""legal barrier*"" OR eligibility OR ""legal status"" OR ""legal recognition"" OR ""land tenure"" OR ""property title"" OR documentation OR ""building permit*"" OR zoning OR formalization OR formalisation OR regularization OR regularisation OR ""service area*"" OR ""administrative discretion"" OR accommodation OR enforcement OR regulation OR ""regulatory governance"" OR governance OR institutional* OR bureaucratic ) AND TITLE-ABS-KEY( access OR connection OR coverage OR reliability OR affordability OR exclusion OR inclusion OR inequality OR inequity OR ""service delivery"" ) AND PUBYEAR > 2011 AND PUBYEAR < 2014",none beyond PUBYEAR/DOCTYPE clause in the query itself (no sidebar filters),2012-2013,none,293,SEARCH_031_SCOPUS_2026-09-10.csv,"Batch from scopus_batch_plan_2026-08-26.md, executed 2026-09-10 per the researcher's own run log (scopus_batch_run_log_20260910.csv). Plan estimate ~293, exact match. Field picker included Abstract, Author Keywords, and Index Keywords (same as SEARCH_021b) -- real title/abstract screening is possible on this batch. Native raw file (22 original Scopus columns) preserved in 01_search/raw_exports/native/; normalized via code/search/adapters/scopus_adapter.py."
SEARCH_032,Scopus,"Scopus (native Advanced Search, via EUR institutional access -- EUR proxy www-scopus-com.eur.idm.oclc.org, signed in, Advanced query)",2026-09-10,researcher (via Claude Cowork) + Claude (adapter/ingest),"TITLE-ABS-KEY( sanitation OR wastewater OR sewerage OR ""sewer connection*"" OR ""water supply"" OR ""piped water"" OR ""municipal water"" OR ""water connection*"" OR ""water service*"" OR ""sanitation service*"" OR WASH ) AND TITLE-ABS-KEY( ""administrative burden"" OR ""administrative barrier*"" OR ""administrative law"" OR ""legal barrier*"" OR eligibility OR ""legal status"" OR ""legal recognition"" OR ""land tenure"" OR ""property title"" OR documentation OR ""building permit*"" OR zoning OR formalization OR formalisation OR regularization OR regularisation OR ""service area*"" OR ""administrative discretion"" OR accommodation OR enforcement OR regulation OR ""regulatory governance"" OR governance OR institutional* OR bureaucratic ) AND TITLE-ABS-KEY( access OR connection OR coverage OR reliability OR affordability OR exclusion OR inclusion OR inequality OR inequity OR ""service delivery"" ) AND PUBYEAR > 2008 AND PUBYEAR < 2012",none beyond PUBYEAR/DOCTYPE clause in the query itself (no sidebar filters),2009-2011,none,367,SEARCH_032_SCOPUS_2026-09-10.csv,"Batch from scopus_batch_plan_2026-08-26.md, executed 2026-09-10 per the researcher's own run log (scopus_batch_run_log_20260910.csv). Plan estimate ~367, exact match. Field picker included Abstract, Author Keywords, and Index Keywords (same as SEARCH_021b) -- real title/abstract screening is possible on this batch. Native raw file (22 original Scopus columns) preserved in 01_search/raw_exports/native/; normalized via code/search/adapters/scopus_adapter.py."
SEARCH_033,Scopus,"Scopus (native Advanced Search, via EUR institutional access -- EUR proxy www-scopus-com.eur.idm.oclc.org, signed in, Advanced query)",2026-09-10,researcher (via Claude Cowork) + Claude (adapter/ingest),"TITLE-ABS-KEY( sanitation OR wastewater OR sewerage OR ""sewer connection*"" OR ""water supply"" OR ""piped water"" OR ""municipal water"" OR ""water connection*"" OR ""water service*"" OR ""sanitation service*"" OR WASH ) AND TITLE-ABS-KEY( ""administrative burden"" OR ""administrative barrier*"" OR ""administrative law"" OR ""legal barrier*"" OR eligibility OR ""legal status"" OR ""legal recognition"" OR ""land tenure"" OR ""property title"" OR documentation OR ""building permit*"" OR zoning OR formalization OR formalisation OR regularization OR regularisation OR ""service area*"" OR ""administrative discretion"" OR accommodation OR enforcement OR regulation OR ""regulatory governance"" OR governance OR institutional* OR bureaucratic ) AND TITLE-ABS-KEY( access OR connection OR coverage OR reliability OR affordability OR exclusion OR inclusion OR inequality OR inequity OR ""service delivery"" ) AND PUBYEAR > 2002 AND PUBYEAR < 2009",none beyond PUBYEAR/DOCTYPE clause in the query itself (no sidebar filters),2003-2008,none,388,SEARCH_033_SCOPUS_2026-09-10.csv,"Batch from scopus_batch_plan_2026-08-26.md, executed 2026-09-10 per the researcher's own run log (scopus_batch_run_log_20260910.csv). Plan estimate ~388, exact match. Field picker included Abstract, Author Keywords, and Index Keywords (same as SEARCH_021b) -- real title/abstract screening is possible on this batch. Native raw file (22 original Scopus columns) preserved in 01_search/raw_exports/native/; normalized via code/search/adapters/scopus_adapter.py."
SEARCH_034,Scopus,"Scopus (native Advanced Search, via EUR institutional access -- EUR proxy www-scopus-com.eur.idm.oclc.org, signed in, Advanced query)",2026-09-10,researcher (via Claude Cowork) + Claude (adapter/ingest),"TITLE-ABS-KEY( sanitation OR wastewater OR sewerage OR ""sewer connection*"" OR ""water supply"" OR ""piped water"" OR ""municipal water"" OR ""water connection*"" OR ""water service*"" OR ""sanitation service*"" OR WASH ) AND TITLE-ABS-KEY( ""administrative burden"" OR ""administrative barrier*"" OR ""administrative law"" OR ""legal barrier*"" OR eligibility OR ""legal status"" OR ""legal recognition"" OR ""land tenure"" OR ""property title"" OR documentation OR ""building permit*"" OR zoning OR formalization OR formalisation OR regularization OR regularisation OR ""service area*"" OR ""administrative discretion"" OR accommodation OR enforcement OR regulation OR ""regulatory governance"" OR governance OR institutional* OR bureaucratic ) AND TITLE-ABS-KEY( access OR connection OR coverage OR reliability OR affordability OR exclusion OR inclusion OR inequality OR inequity OR ""service delivery"" ) AND PUBYEAR > 1927 AND PUBYEAR < 2003",none beyond PUBYEAR/DOCTYPE clause in the query itself (no sidebar filters),1928-2002 (everything older),none,357,SEARCH_034_SCOPUS_2026-09-10.csv,"Batch from scopus_batch_plan_2026-08-26.md, executed 2026-09-10 per the researcher's own run log (scopus_batch_run_log_20260910.csv). Plan estimate ~357, exact match. Oldest batch in the plan. Field picker included Abstract, Author Keywords, and Index Keywords (same as SEARCH_021b) -- real title/abstract screening is possible on this batch. Native raw file (22 original Scopus columns) preserved in 01_search/raw_exports/native/; normalized via code/search/adapters/scopus_adapter.py."
SEARCH_026,Scopus,"Scopus (native Advanced Search, via EUR institutional access -- EUR proxy www-scopus-com.eur.idm.oclc.org, signed in, Advanced query)",2026-09-10,researcher (via Claude Cowork) + Claude (adapter/ingest),"TITLE-ABS-KEY( sanitation OR wastewater OR sewerage OR ""sewer connection*"" OR ""water supply"" OR ""piped water"" OR ""municipal water"" OR ""water connection*"" OR ""water service*"" OR ""sanitation service*"" OR WASH ) AND TITLE-ABS-KEY( ""administrative burden"" OR ""administrative barrier*"" OR ""administrative law"" OR ""legal barrier*"" OR eligibility OR ""legal status"" OR ""legal recognition"" OR ""land tenure"" OR ""property title"" OR documentation OR ""building permit*"" OR zoning OR formalization OR formalisation OR regularization OR regularisation OR ""service area*"" OR ""administrative discretion"" OR accommodation OR enforcement OR regulation OR ""regulatory governance"" OR governance OR institutional* OR bureaucratic ) AND TITLE-ABS-KEY( access OR connection OR coverage OR reliability OR affordability OR exclusion OR inclusion OR inequality OR inequity OR ""service delivery"" ) AND PUBYEAR = 2020",none beyond PUBYEAR/DOCTYPE clause in the query itself (no sidebar filters),2020,none,274,SEARCH_026_SCOPUS_2026-09-10.csv,"Final batch of scopus_batch_plan_2026-08-26.md, executed 2026-09-10 per the researcher's own run log (scopus_batch_run_log_20260910.csv), file delivered 2026-09-11 (the one gap in the 18-batch plan, now closed -- 18 of 18 done). Plan estimate ~273; Scopus showed 274 before export, all 274 exported, matching the run log and an independent file row count exactly. Field picker included Abstract, Author Keywords, and Index Keywords (same as every other batch this round) -- real title/abstract screening is possible on this batch. Native raw file (22 original Scopus columns) preserved in 01_search/raw_exports/native/; normalized via code/search/adapters/scopus_adapter.py."
SEARCH_035,Web of Science,"Web of Science Core Collection (native Advanced Search, via EUR institutional access), exported via Claude Cowork",2026-09-11,researcher (via Claude Cowork) + Claude (adapter/ingest),"TS=( sanitation OR wastewater OR sewerage OR ""sewer connection*"" OR ""water supply"" OR ""piped water"" OR ""municipal water"" OR ""water connection*"" OR ""water service*"" OR ""sanitation service*"" OR WASH ) AND TS=( ""administrative burden"" OR ""administrative barrier*"" OR ""administrative law"" OR ""legal barrier*"" OR eligibility OR ""legal status"" OR ""legal recognition"" OR ""land tenure"" OR ""property title"" OR documentation OR ""building permit*"" OR zoning OR formalization OR formalisation OR regularization OR regularisation OR ""service area*"" OR ""administrative discretion"" OR accommodation OR enforcement OR regulation OR ""regulatory governance"" OR governance OR institutional* OR bureaucratic ) AND TS=( access OR connection OR coverage OR reliability OR affordability OR exclusion OR inclusion OR inequality OR inequity OR ""service delivery"" )",UNCONFIRMED -- which Core Collection indexes (SCI-EXPANDED/SSCI/A&HCI/ESCI) were selected has not been reported back; see cowork_instructions_2026-09-11_wos_heinonline.md S'Before you run it'. Flag to researcher to confirm.,none applied to the query itself,none,4058 (across 5 export batches: 1000+1000+1000+1000+58 after de-duplicating 1 exact internal repeat in the 5th batch; on-screen total result count before export not reported back -- UNCONFIRMED),SEARCH_035_WOS_2026-09-11.csv,"First Web of Science batch -- second Tier 1 database searched for real. Exported as 5 sequential tab-delimited savedrecs.txt-style batches (WoS's native 1000-record export cap), zero overlap between batches confirmed via UT (accession number) set comparison, merged into one normalized file by code/search/adapters/wos_adapter.py --input <5 files> -- search-id SEARCH_035. Native files preserved as 01_search/raw_exports/native/SEARCH_035_WOS_2026-09-11_native_part{1-5}.txt. Adapter fixed twice while processing this batch: (1) added tab-delimited auto-detection and multi-file merging (previously CSV-only, single-file), (2) found and fixed a real parsing bug -- WoS's tab-delimited export has no quote-escaping, so a literal double-quote inside an abstract (common -- quoting a term) was being misread by Python's csv module as opening a quoted field, silently swallowing subsequent tabs/newlines until some later quote closed it and merging/corrupting multiple records (caught by comparing raw physical line counts, 1000, against parsed row counts, as low as 988, before the fix; exact match after switching to csv.QUOTE_NONE). See CHANGELOG.md 2026-09-11 (later) for the full account. Adapter now validated against a real export, not just written speculatively. 4,058 unique-within-batch records, all but 1 with a real abstract, 218 without a DOI (expected -- some records, e.g. conference proceedings, legitimately lack one). Filters (Core Collection index selection) and the platform's own on-screen total result count were not included in what was sent back -- flagged to the researcher to confirm for the record; not blocking ingestion since the exported data itself is self-verifying (exact row counts, zero batch overlap). ADDENDUM 2026-09-11 (later): a separate run log (heinonline_wos_run_log_20260911.csv) received the same day states that no successful WoS export was ever produced -- 'export dialogs appeared to close normally but no download was ever produced, confirmed both by checking with the researcher (nothing in Downloads) and by inspecting network requests, which show the saveToFile call failing every time' -- and that 'earlier session notes claiming 5 successful batches (035a-e) were wrong.' This directly contradicts the 5 real export files actually received and ingested here. Technical assessment: the ingested data does not look fabricated (realistic WOS: accession-number entropy, correct journal/publisher/ISSN metadata, WoS-internal ResearcherID/GA-code fields that would be very hard to hallucinate consistently at this scale, zero UT overlap across all 5 batches) -- but this has not been independently verified against the live platform (no network access in this environment) and the contradiction has not been resolved. FLAGGED to the researcher 2026-09-11; SEARCH_035's status is provisionally unresolved pending confirmation of what actually happened. RESOLUTION 2026-09-11 (later still): conclusively confirmed genuine. Checked directly on the researcher's machine (Downloads folder, file-by-file): the 5 files exist under Windows' standard duplicate-naming convention -- savedrecs.txt, savedrecs (1).txt, savedrecs (2).txt, savedrecs (3).txt -- not the 4 distinctly-named files originally assumed. Together: exactly 1000+1000+1000+58 = 4,058 records, zero WOS-ID overlap between any pair, timestamped 03:52-03:57 UTC 2026-09-11, predating the later session that logged the HTTP 500 export failures. That later session's own retry produced a 5th file (savedrecs (4).txt, ~14:51 UTC) that returned HTTP 200 but is a byte-for-byte duplicate of the first batch -- i.e. that retry's own 'success' signal was itself false (a 200 response with no new file written), which is exactly the same failure mode as the original dispute, just caught this time by checking the filesystem directly instead of trusting the network response. WORTH NOTING FOR FUTURE ROUNDS: a Cowork session's own claim of export success (network status, dialog closing normally) is not reliable on its own for this platform -- always confirm by checking the actual file on disk. No data in this project was ever wrong; the 4,058 records ingested and screened in the prior round stand as genuine and final."
SEARCH_036,HeinOnline,"HeinOnline Law Journal Library (native Advanced Search, via EUR institutional access), via Claude Cowork",2026-09-11,researcher (via Claude Cowork),"Full Text: (sanitation OR wastewater OR sewerage OR ""sewer connection"" OR ""water supply"" OR ""piped water"" OR ""municipal water"" OR ""water connection"" OR ""water service"" OR ""sanitation service"") AND Full Text: (""administrative burden"" OR ""administrative barrier"" OR ""administrative law"" OR ""legal barrier"" OR eligibility OR ""legal recognition"" OR ""land tenure"" OR ""property title"" OR documentation OR ""building permit"" OR zoning OR formalization OR formalisation OR regularization OR regularisation OR ""administrative discretion"" OR enforcement OR ""regulatory governance"" OR bureaucratic) AND Full Text: (access OR connection OR coverage OR reliability OR affordability OR exclusion OR inclusion OR ""service delivery"")",Law Journal Library,none applied to the query itself,none,"0 exported (71226 shown by platform -- no bulk export mechanism exists for a HeinOnline results list; confirmed programmatically, MyHein Options only offers per-checked-item export, not a results-set export)",(none -- count-only),"Main three-clause HeinOnline full-text search from database_strategies/heinonline.md / cowork_instructions_2026-09-11_wos_heinonline.md. 71,226 hits is far too many to hand-compile per the fallback instructions -- logged as a count-only search per REPRODUCIBILITY.md (a real search that was run, produced a real total, but yielded no exportable records). No records added to the pipeline from this search_id. Awaiting guidance from the researcher on whether to narrow this search further (e.g. Title-field-only, or a narrower date range) before attempting again."
SEARCH_037,HeinOnline,"HeinOnline Law Journal Library (native Advanced Search, via EUR institutional access), via Claude Cowork",2026-09-11,researcher (via Claude Cowork) + Claude (adapter/ingest),"Title: (""administrative burden"" OR ""legal recognition"" OR ""regularização fundiária"" OR ""aansluitplicht"") AND Title: (water OR sanitation)",Law Journal Library,none applied to the query itself,none,1,SEARCH_037_HEINONLINE_2026-09-11.csv,"Narrower Title-restricted secondary HeinOnline search (per heinonline.md's guidance to also run this, separate from the main full-text search). Only 1 result: 'Hear Their Voices: Australia's First Nations Women and the Legal Recognition of Their Rights to Water' (O'Bryan & Harriden, 2023, Australian Feminist Law Journal). No structured abstract available from HeinOnline for this record -- left blank rather than fabricated; will get title-only triage, not real title/abstract screening, consistent with this project's convention for abstract-less records. Hand-compiled by the researcher (no bulk export needed at n=1); confirmed correct and explicitly unaffected by the SEARCH_035 export-failure issue per the run log."
SEARCH_038,HeinOnline,"HeinOnline Law Journal Library (native Advanced Search, via EUR institutional access), via Claude Cowork",2026-09-11,researcher (via Claude Cowork),"Title: (sanitation OR wastewater OR sewerage OR ""sewer connection"" OR ""water supply"" OR ""piped water"" OR ""municipal water"" OR ""water connection"" OR ""water service"" OR ""sanitation service"") AND Title: (""administrative burden"" OR ""administrative barrier"" OR ""administrative law"" OR ""legal barrier"" OR eligibility OR ""legal recognition"" OR ""land tenure"" OR ""property title"" OR documentation OR ""building permit"" OR zoning OR formalization OR formalisation OR regularization OR regularisation OR ""administrative discretion"" OR enforcement OR ""regulatory governance"" OR bureaucratic) AND Title: (access OR connection OR coverage OR reliability OR affordability OR exclusion OR inclusion OR ""service delivery"")",Law Journal Library,none applied to the query itself,none,3,SEARCH_038_HEINONLINE_2026-09-11.csv (reported produced by Cowork but NOT yet received by this pipeline -- pending),"Option A from cowork_instructions_2026-09-11_followup.md: SEARCH_036's same 3 Full-Text clauses restricted to Title field only. Count dropped from 71,226 to 3, immediately tractable -- Option B (year-range split) not needed. Hand-compiled per the run log: (1) Morgan 2006 on global administrative law and urban water services -- on-topic; (2) Heleba 2019 on the right to basic sanitation -- on-topic; (3) Baxter 2004, a Georgia state tax/revenue omnibus act note -- FLAGGED as a likely false positive, matched only because its long legislative title happens to contain the isolated phrases 'Municipal Water and Sewer,' 'Eligibility,' and 'Service Delivery' in unrelated contexts; should be screened out rather than silently included, though the screening pipeline itself (not this log) is where that formal exclusion decision belongs. FILE NOT YET INGESTED -- only the run log describing it has been received so far; results_returned/export_filename above reflect what Cowork reported, not independently verified record content."
SEARCH_039,ProQuest,"ProQuest (all 16 EUR-licensed sub-databases incl. Sociological Abstracts, unified Advanced Search Command Line, guest/no-account session), via EUR institutional access via Claude Cowork",2026-09-11,researcher (via Claude Cowork),"noft(sanitation OR wastewater OR sewerage OR ""sewer connection*"" OR ""water supply"" OR ""piped water"" OR ""municipal water"" OR ""water connection*"" OR ""water service*"" OR ""sanitation service*"" OR WASH) AND noft(""administrative burden"" OR ""administrative barrier*"" OR ""administrative law"" OR ""legal barrier*"" OR eligibility OR ""legal status"" OR ""legal recognition"" OR ""land tenure"" OR ""property title"" OR documentation OR ""building permit*"" OR zoning OR formalization OR formalisation OR regularization OR regularisation OR ""service area"" OR ""administrative discretion"" OR accommodation OR enforcement OR regulation OR ""regulatory governance"" OR governance OR institutional* OR bureaucratic) AND noft(access OR connection* OR coverage OR reliability OR affordability OR exclusion OR inclusion OR inequality OR inequity OR ""service delivery"")",All 16 EUR-licensed ProQuest sub-databases selected via 'Change databases' > Select all,none applied to the query itself,none,"8137 shown by platform; 7,728 records in the full RIS export via the researcher's My Research account bulk export (some drift between platform count and export count is normal -- duplicate/withdrawn records, etc.)","SEARCH_039_PROQUEST_2026-09-11.csv (normalized; raw native: SEARCH_039_PROQUEST_2026-09-11_native.RIS, 108,855 lines, 7,728 TY/ER-balanced records)","RESOLVED -- full account-based bulk export received and ingested, superseding the earlier 100-record guest-mode sample. Parsed cleanly via ris_adapter.py: 7,728/7,728 records recovered, zero dropped for missing title. Field coverage: 6,700/7,728 (86.7%) carry an abstract, 2,465/7,728 (31.9%) carry a DOI (ProQuest's RIS export omits DOI for most non-journal content types -- Dissertations & Theses, Wire Feeds, Reports, etc., which make up a large share of this broad noft() search). Two records (both 'Society for Immunotherapy of Cancer' conference-proceedings supplement issues, entirely off-topic) carry a single concatenated abstract field of 673K and 771K characters respectively -- genuine ProQuest export structure (an entire journal supplement indexed as one record), not a parsing error; verified against the raw RIS by line number. This exceeded Python's default 131072-char csv field limit and would have crashed deduplicate.py/init_screening_db.py/validate_schemas.py -- fixed by adding csv.field_size_limit(sys.maxsize) to all three. As expected from a broad noft() (anywhere-except-full-text) search, this batch carries substantial off-topic noise (wire-service press releases, medical conference proceedings) that title/abstract screening will filter; not a search-string defect. SEARCH_040 (Sociological Abstracts) not yet run -- still pending."
SEARCH_041,JSTOR,"JSTOR Advanced Search, via EUR institutional access via Claude Cowork",2026-09-11,researcher (via Claude Cowork),"(((sanitation OR wastewater OR ""water supply"" OR ""sanitation service"") AND (""administrative burden"" OR ""administrative barrier"" OR eligibility)) AND (access OR ""service delivery"" OR affordability)) -- trimmed from the full database_strategies/jstor_google_scholar_ssrn.md string; JSTOR rejected the full query as too long","All Content; Subject filter = Law (applied after the unrestricted trimmed query returned 5,217 results, judged too broad); Access type = Content I can access",none applied to the query itself,none,"5217 before Subject:Law filter; 356 with Subject:Law filter; 50 exported so far (pages 1-2 of ~15 fully exported, plus an earlier 1-item mechanism test -- NOT yet a complete export of the 356)",PENDING -- 50-record RIS export (pages 1-2) reported produced by Cowork but not yet received by this pipeline,"PARTIAL/SAMPLE ONLY, and a materially different query from every other database in this project -- see CHANGELOG.md. Two real deviations from the planned string, both forced by platform limits, not chosen: (1) JSTOR's backend hard-rejects long queries ('too long'); the query had to be trimmed to ~9 total OR-terms across 3 clauses, a much smaller vocabulary than every other database searched (no 'administrative discretion', 'land tenure', 'regularization', 'building permits', etc.) -- recall on JSTOR is materially lower than on WoS/Scopus/ProQuest for the same concepts as a direct result. (2) Even that trimmed query alone returned 5,217 results; a 'Subject: Law' filter (not in the original instructions) brought it to 356 -- reasonable given this project's focus, but it excludes results JSTOR classifies under Public Policy & Administration, Development Studies, Urban Studies, etc. that may also be relevant. JSTOR has no bulk 'select all' -- only per-item checkboxes across pages, confirmed no faster path exists. RIS export mechanically works (verified 7 TY/7 ER) but JSTOR's RIS format never includes an abstract field at all (confirmed absent even on a clean single-item export) -- this search's records will be title-only regardless of export effort. CORRECTION 2026-09-11 (later): the claim above that 'JSTOR's RIS export never includes an abstract field' was WRONG -- retracted. It was based on only two small test exports (1 item, then 7 items) that happened to be abstract-less by chance. Two full-page exports (25 records each) show AB fields present on the clear majority of records (13 of 17 in one batch), absent mainly on older/pre-abstract-era articles and some book chapters -- abstract presence depends on the individual record, not a fixed JSTOR format limitation. This project's own cowork_instructions_2026-09-11_proquest_jstor_decisions.md repeated the wrong claim ('No abstract field will be present in any of these exports') before this correction arrived -- harmless in practice since Cowork found the correction through direct testing regardless, but noted here so the record is accurate. DECISION CONFIRMED: researcher is completing the full 356-record export via manual per-page selection (pages 1-2 done, ~13 pages/~306 records remaining). FILE NOT YET INGESTED -- only run logs describing it have been received across two rounds now; the actual RIS export file(s) still need to be sent to this pipeline."
