record_id,title,authors,year,doi,url,full_text_decision,exclusion_reason,exclusion_reason_detail,notes
R0760C21475D9,Perspectives from the Ground: Governing Informality of Water in Metro Manila,Hussain N.; Chaves C.,2023,,https://www.scopus.com/pages/publications/85162138656?origin=resultslist,include,,,"Mixed-methods case study (household survey n=800, FGDs n=9, semi-structured interviews n=70) of legal/administrative mechanisms shaping household water access in Metro Manila informal settlements/resettlement sites. Examines ELIGIBILITY (land title/lease-contract requirement for connection applications; concessionaire right-of-way refusal in disputed-tenure areas), BURDEN (cooperative-formation costs/barriers), ENFORCEMENT (National Water Crisis Act 1995 criminalizing water pilferage/resale -- fines/imprisonment), and administrative discretion (Urban Development and Housing Act RA 7279 minimum-compliance implementation). Outcomes: primary_connection (piped-into-dwelling vs shared/vendor share of Fig.2), economic_access (4-12% income spent on water, Table 1), effective_access (87% households report shortages, Table 2, with significance tests)."
RF043AAD78E8E,Environmental Injustice and Marginalization: Water Lack of Access in the Metropolitan Zone of the Valley of Mexico; [Injustiça ambiental e marginalização: a falta de acesso à água na Área Metropolitana do Vale do México]; [Injusticia ambiental y marginación: la falta de acceso al agua en la Zona Metropolitana del Valle de México],Pastrana-Miranda T.; González-Caamal M.M.,2022,10.12804/revistas.urosario.edu.co/territorios/a.9931vol462021,https://www.scopus.com/pages/publications/85128860245?origin=resultslist,include,,,"Qualitative/documentary institutional case study (Ecatepec, State of Mexico, within the Metropolitan Zone of the Valley of Mexico) using neo-institutional analysis and a hemerographic protest review (Table 1, 2018-2020) plus real INEGI census statistics (2015 Encuesta Intercensal: 81.39% ZMVM households with in-home water access; >60% lacking water in 15 State of Mexico municipios). Documents DISCRETION_ACCOMMODATION/political clientelism (water distribution tied to electoral cycles and party affiliation of municipal government -- CAEM/SAPASE institutional tension), institutional fragmentation across federal/state/municipal water governance (centralization-to-municipalization history), and a household-level primary_connection/service_coverage outcome (in-home piped water access by municipality)."
R9F1DCD966DA0,"Coping Strategies, Cultural Practices and Policy Implications on Domestic Water Supply in an Erosion Susceptible Rural Community, Nigeria",Ezeudu O.B.; Ezeudu T.S.; Ugochukwu U.C.; Okolo O.J.; Ani C.D.; Ajogu A.P.; Ajaero C.C.; Mbakwe U.I.; Nduji N.N.,2022,10.3390/resources11080077,https://www.scopus.com/pages/publications/85136882480?origin=resultslist,include,,,"Qualitative case study (in-depth semi-structured interviews, >30-45 participants, purposive sampling, plus documented evidence and field observation) of domestic water coping strategies in Nanka, an erosion-susceptible rural community in Anambra State, Nigeria. Examines institutional/governance mechanisms: tripartite federal/state/local government water-responsibility division, Federal Ministry of Water Resources policy/legislation/regulation authority, state water boards' regulatory role over private providers, and documents 'absent and nonfunctional water institutions' and 'poor water policy implementation' as key drivers of inadequate rural water supply. Outcome: household-level water access/coping (sources, practices, barriers) in a rural community lacking piped/improved water infrastructure."
R31BC3F1A06D5,The limits of insulation: The long-term political dynamics of public–private service delivery,Cruxên I.A.,2022,10.3828/IDPR.2021.12,https://www.scopus.com/pages/publications/85134697410?origin=resultslist,include,,,"Comparative historical case study (interviews + company/regulatory data, 1998-2016) of two mixed public-private water/sanitation utilities in Brazil (Copasa/Minas Gerais, Sanepar/Parana), examining how political modulation by state-government-appointed managers shapes service-delivery direction. Documents real institutional/governance mechanisms: tariff policy (social tariff for low-income affordability at Sanepar; multi-year tariff freezes by the governor absent an independent regulatory agency; later ARSAE regulatory tariff-setting at Copasa) -- BURDEN/economic_access; targeted coverage-expansion programs to poor/rural areas (25,000 rural Parana households; a Copasa subsidiary targeting low-income areas) -- primary_connection/service_coverage; and disconnection-to-non-payers pressure under market-oriented management -- ENFORCEMENT. Real utility metrics: connections-per-thousand dropped from 3.13 (1999); R45 million 2002 revenue; 16% tariff increase (2011)."
R13FAF41488CA,Laying Bare: Determinants of Informal Water Vendors for Domestic Water Supply in Himalayan Mountain Towns,Shah R.,2022,10.2218/himalaya.2022.7047,https://www.scopus.com/pages/publications/85160405301?origin=resultslist,include,,,"Qualitative fieldwork (2014-2019; household survey n=149 across 29 wards, stratified + snowball sampling; topic-guided stakeholder interviews) on informal water vendors and formal-system disconnection in Darjeeling, India. Strong ELIGIBILITY mechanism: legality of residence required to even apply for a municipal water connection -- unregistered residences are ineligible to submit a private-connection application and receive only public-tap access instead of household-level connections. Documents BURDEN (documentation, high costs, lengthy bureaucratic application process requiring personal 'connections and networks' to move through the municipal office) and DISCRETION_ACCOMMODATION/malgovernance (political patronage networks, dissolved elected municipal bodies during statehood agitation periods, corrupt tender/fund allocation). Outcome: only 10-15% of Darjeeling households receive municipal water supply; 85% depend on informal vendors/community springs."
RD8BFB5AE38C5,The action of Obras Sanitarias de la Nación in Mendoza: infrastructure and sanitation between agreements and conflicts (1918-1928); [La acción de Obras Sanitarias de la Nación en Mendoza: infraestructura y saneamiento entre acuerdos y conflictos (1918-1928)],Luis N.; Raffa C.,2022,,https://www.scopus.com/pages/publications/85160964174?origin=resultslist,include,,,"Historical archival case study (primary sources: local press, provincial executive official documents, national agency graphic records, legislative session diaries) of Obras Sanitarias de la Nacion (OSN, Argentina's federal sanitary works agency) governance in Mendoza province, 1918-1928. Examines institutional_fragmentation via the 1900 law (Ley 3967) transferring water/sanitation jurisdiction from provincial to federal control, the 1912 law (Ley 8889) creating OSN, and the recurring federal interventions (4 in the decade) disrupting provincial governance continuity and connection-installation agreements between OSN and provincial/municipal authorities. Reports real household-level connection outcome data across the period: 3,981 domiciliary water connections in 1914 (3,791 Capital + 190 Godoy Cruz); 1,125 domiciliary installations later (90% growth); 710 domiciliary sewer connections by 1927; province-wide OSN connections reaching 8,017 by 1928 (including 831 new connections in San Rafael); 57,500 of 70,500 inhabitants served in one department."
R6ABD0B221622,How a water trucking governance mechanism in the West Bank enhances equity and sustainability,Cesari G.; Johnson S.O.; Cancelliere G.; Von Medeazza G.,2022,10.3362/1756-3488.18-00036OA,https://www.scopus.com/pages/publications/85126289117?origin=resultslist,include,,,"Practice paper documenting the GVC/UNICEF water-trucking subsidy programme in Oslo Accord Area C, West Bank. Directly examines legal/administrative/political mechanisms: Oslo Accords II zoning (Area C under full Israeli control, infrastructure at high risk of demolition, obstructing formal connection funding), Palestinian Water Authority (PWA)-governed multilevel water-trucking governance system, and explicit programme ELIGIBILITY criteria (household water consumption <30 l/capita/day and/or private market price >NIS 20/m3, jointly agreed by PWA/UNICEF/WASH cluster/Water Scarcity Task Force). Real official statistics: 11,000 unserved Palestinians in Area C paying up to 5/m3 (10x the Area A/B public rate of ~.50-6/m3); 153,000 unconnected to the water network; 270,000 with inadequate WASH access; programme reached 35,000 people by 2022. Note: duplicate Scopus record RD9FA1D5723A2 (DOI 10.3362/1756-3488.18-00036, year 2019, no 'OA' suffix) appears to be an earlier non-final DOI for this same article -- marked as duplicate per REPRODUCIBILITY.md S6, cross-referenced to this record."
R072D7FD1C80E,Assessing the Climate Resilience of Community‐Managed Water Supplies in Ethiopia and Nepal,Nijhawan A.; Howard G.; Poudel M.; Pregnolato M.; Lo Y.T.E.; Ghimire A.; Baidya M.; Geremew A.; Flint A.; Mulugeta Y.,2022,10.3390/w14081293,https://www.scopus.com/pages/publications/85129111580?origin=resultslist,include,,,"Longitudinal field study (Nov 2019-Aug 2021, 20 rural communities in Ethiopia, 15 in Nepal) applying the 'How Tough is WASH' climate-resilience framework, scored via community discussions and technical assessment across six domains including institutional support and community governance. While the central research question is validating the resilience-assessment tool, the field findings document a real BURDEN/economic_access mechanism: Nepal's federal drinking water policy requires user groups to contribute 20-30% of project construction cost, and in one documented community the municipal piped-water supply was recently expanded but the user tariff and new-connection cost were unaffordable for several residents, who continued relying on unsafe boreholes. Also documents institutional_fragmentation (Nepal's federalization creating confusion over which government level -- federal/provincial/local -- is responsible for WUSC oversight) and a DISCRETION_ACCOMMODATION/participation gap in Ethiopia (a school board and kebele administration selected a WASH committee without resident input or an engagement channel)."
RC41D17900D05,Governance drivers of rural water sustainability: Collaboration in frontline service delivery,Thapa D.; Farid M.N.; Prevost C.,2022,10.24294/jipd.v6i1.1380,https://www.scopus.com/pages/publications/85136237465?origin=resultslist,include,,,"Mixed-methods World Bank study (10-year panel data + qualitative outlier case studies) of Indonesia's PAMSIMAS community-based rural water program. Examines institutional/governance mechanisms: frontline state-society relations between village authorities and water user groups, village-authority resource mobilization and bureaucratic support (or its absence) for community water management, and local governance capacity. Real quantitative findings (regression on 10-year panel of water-point functionality) plus qualitative process-tracing of positive/negative deviant villages explaining WHY collaborative vs. unsupportive frontline relations produce sustained vs. abandoned community water systems. Outcome: water-system functionality/sustainability over a 10-year horizon (effective_access/service_continuity). Note: duplicate ProQuest record R346D1BF8F31D (2021, no DOI, likely an earlier working-paper version) found -- marked E08, cross-referenced to this record."
R7D8E7FB109D4,"Public procurement law, political economy of the lowest responsive bidding, and the development of the water, sanitation and hygiene sector in Nigeria; [Le droit des marchés publics, l’économie politique de l’appel d’offre le moins disant, et le développement du secteur de l’eau, de l’assainissement et de l’hygiène au Nigeria]",Okolie A.-M.; Nnamani K.E.; Nwangwu C.; Agbo H.N.; Cyril Ike C.,2022,10.1080/03056244.2023.2194164,https://www.scopus.com/pages/publications/85152362045?origin=resultslist,include,,,"Political-economy/doctrinal analysis (secondary data, policy appraisal, and field observation by the authors as UNICEF procurement consultants) of Nigeria's Public Procurement Act 2007 (PPA) and its 'lowest responsive bidding' provision, examining how elite capture of this legal mechanism undermines WASH infrastructure delivery. Documents ENFORCEMENT/regulatory-capture mechanism with concrete case examples: contractors in Benue State incurring cost overruns on a project subsequently awarded only N2.7 million; a state commissioner's account of WASH contracts worth over N800 million awarded to politically-connected contractors who were paid and then abandoned school water/sanitation projects; similar documented cases in Bayelsa, Anambra, and Akwa Ibom states. National outcome statistics tied to this institutional failure: only 68% of Nigerians have basic water access, 19% improved sanitation, 47 million practice open defecation (UNICEF 2014-2017 data); national diarrhoea prevalence rose from 10.2% (2013) to 12.8% (2018)."
R6D20561D1166,The potential for scaling up container-based sanitation in informal settlements in Kenya,Mallory A.; Mdee A.; Agol D.; Hyde-Smith L.; Kiogora D.; Riungu J.; Parker A.,2022,10.1002/jid.3639,https://www.scopus.com/pages/publications/85124910558?origin=resultslist,include,,,"Political-economy qualitative case study (Jan-Mar 2020 fieldwork; ~59 semi-structured interviews/focus groups with utility employees, sanitation-enterprise staff, NGO employees, public health officers, manual pit emptiers, vacuum truck operators, and national/county government officials; snowball sampling to saturation; NVivo thematic coding) of two container-based sanitation enterprises in Kenya's informal settlements (Nairobi, Naivasha). Documents severe institutional_fragmentation (conflicting 2002 vs. 2016 Water Acts on sanitation mandate, unclear national/county accountability), a real constitutional ELIGIBILITY/enforcement finding (Kenya's 2010 Constitution Article 43 right to sanitation; only one successful court case invoking it in 10 years -- a highways-authority case with a clear duty-bearer), and a documented DISCONNECTION/judicial_review case (Garissa: forcible eviction of 2,000 informal-settlement residents declared unconstitutional, with disconnection from existing water/sanitation services part of the claim). Also documents land-tenure/settlement-'illegality' barriers to service investment by governments/utilities."
R924CF6D8FC56,Policies and incentives for developing universal access to water and sanitation for vulnerable families,Narzetti D.A.; Marques R.C.,2022,10.2166/wp.2022.227,https://www.scopus.com/pages/publications/85128449081?origin=resultslist,include,,,"Doctrinal/policy analysis of Brazil's legal and regulatory framework for universal water/sanitation access (WSS), centered on Law 11.445 (2007) -- the national basic sanitation policy setting contractual coverage targets (99% water, 90% sewage collection/treatment) -- and its political-institutional-regulatory (PIR) alignment with tariff/subsidy design and private-sector-participation incentives for vulnerable/informal-settlement households. Real national statistics: 82% WSS access (2019), 40 million without water access, 100 million without sewage access, 5+ million households across 13,000+ informal settlements (IBGE 2020). Documents fees/BURDEN (tariff and non-tariff subsidy design for low-income users), DISCRETION_ACCOMMODATION (SISAR cooperative model requiring initial subsidy; contract-modeling mechanisms to reach vulnerable/informal areas), and institutional_fragmentation/political_coordination (municipal-state government alignment needed for informal-settlement service expansion)."
RFA99CC1EE795,Beyond water scarcity: Water (in)security and social justice in Karachi,Khan H.F.; Arshad S.A.,2022,10.1016/j.ejrh.2022.101140,https://www.scopus.com/pages/publications/85132407878?origin=resultslist,include,,,"Rigorous mixed-methods study (465 household surveys across 11 Union Councils + stakeholder interviews + participant observation + water-quality testing) of water insecurity in Lyari, a semi-regularized low-income township at the tail-end of Karachi's water network. Documents a real historical ELIGIBILITY/tenure mechanism (Lyari regularized only post-1970s via 90-year government leases enabling inclusion in city water infrastructure plans) and a live administrative BURDEN mechanism: KWSB (utility) places the onus on households to self-register at revenue offices to receive billing -- 80% of connected households receive no bill, and officials attribute non-billing to lack of lease/registration or 'illegal connections' (unauthorized direct connection to supply lines). Real quantitative findings: 93% of households (n=465) have piped connections but all 33 unconnected households are in the bottom 50th income percentile; only 16% actually rely on KWSB supply day-to-day due to intermittency; households earning <5,000 PKR/month spend ~18% of income on water vs. ~2% for households earning >=40,000 PKR/month; 9% of connected households pay informal collectively-managed-supply charges on top of formal costs."
R746445B4F65D,Piped water revenue and investment strategies in rural Africa,Armstrong A.; Hope R.; Koehler J.,2022,10.1088/2634-4505/ac61f8,https://www.scopus.com/pages/publications/85130539103?origin=resultslist,include,,,"Quantitative econometric study (GEE regression on >3,900 monthly operator revenue records from rural piped water schemes in Ghana, Rwanda, and Uganda) modeling how tariff level, connection type (on-premises vs. off-premises), and payment method (prepaid credit vs. pay-as-you-fetch vs. monthly billing) affect revenue and, by extension, affordability/economic access. Documents a real BURDEN/economic_access mechanism: on-premises connections carry an average 17% higher tariff in 3 of 4 service-area archetypes, posing 'a potential affordability risk to poorer households who may be unable to afford the up-front or ongoing cash expense', pushing them toward informal/unimproved sources; off-premises standpipes/kiosks 'do not require users to pay connection fees and enable better targeting of subsidies'. Also documents institutional/policy tension: cost-recovery tariff-setting goals often conflict with political agendas to protect poor populations, and 'poor enforcement' of payment rules is exacerbated by unpaid volunteer rural service providers lacking administrative skills. Fewer than 2 in 5 rural African households are estimated to pay for water at all (Banerjee & Morella 2011; Foster & Hope 2017, cited)."
RF96F4D7A891A,"Analysis of the universalization, investment and governance of the sewage service of the municipal headquarters of the Easter Watershed (BHL) in Bahia; [Análise da universalização, investimento e governança do serviço de esgoto sanitário de sedes municipais das Bacias Hidrográficas do Leste (BHL) na Bahia]",Carvalho J.I.C.; de Jesus Júnior G.; Gomes R.L.,2022,10.7213/revdireconsoc.v13i1.26936,https://www.scopus.com/pages/publications/85149714716?origin=resultslist,include,,,"Quali-quantitative legal-institutional study (Brazilian law journal) of Brazil's Lei 11.445/07 (National Basic Sanitation Policy) universalization, investment, and governance principles applied to 20 municipalities in Bahia's Eastern Watersheds (Bacias Hidrograficas do Leste). Uses real SNIS (National Basic Sanitation System) and IBGE data plus formal public-records requests (e-SIC) sent to municipal governments. Real national/regional outcome statistics: only 51.92% of the Brazilian population has sewage-collection access (100+ million without it); only 44.92% of collected sewage is properly treated; in the Northeast region, only 26.76% of sewage produced is collected and only 36.22% of that is treated. Frames sanitation as a constitutional/statutory service (Arts. 175-176 Federal Constitution) and human right requiring the State to ensure universal, equitable, safe access -- directly examines the legal/administrative universalization-governance mechanism for a specific set of municipalities."
R20EFD2EABD69,Modes of access to water for domestic use in rural Chile: a typological proposal,Chloé N.-A.; Gustavo B.; Carlos B.; Noelia C.,2022,10.2166/wp.2022.026,https://www.scopus.com/pages/publications/85138968403?origin=resultslist,include,,,"Mixed-methods typology study of modes of household water access in rural Chile: systematic lit review (12 papers) + quantitative analysis of national CASEN 2017 household survey (2,257,128 rural population; 53.7% networked, 46.3% not) and a consolidated national database of 2,559 rural water organizations + 5 semi-structured expert interviews. Real, analyzed legal/institutional mechanisms tied to household-level access outcomes: Law 20,998 (2019) on Rural Sanitary Services regularizing a previously unregulated sector; General Law of Sanitary Services provision that urban sanitation concessionaires are NOT required to deliver water outside their urban concession area, and neighboring APR Committees/Cooperatives are similarly not required to supply new rural housing developments -- a discretion/accommodation-type legal exclusion mechanism that drives real-estate companies to create private sanitation companies or small autonomous distribution services; Law on Real-Estate Co-ownership treatment of water systems as common domain assets financed via homeowner fees; lack of regularized water rights/land title barring 'autonomous' organizations from formal recognition, and researcher-documented cases where communities avoid formalizing specifically to escape state requirements. Outcome variables are household-level modes of water access (networked/APR/formal/autonomous/private/cistern-truck reliance), directly on this review's target outcome hierarchy. Household water/sanitation access, institutional/legal mechanism (ELIGIBILITY, DISCRETION_ACCOMMODATION) analyzed with genuine quantitative national survey data plus qualitative expert validation."
R9CD064375A7B,Water insecurity in the Global North: A review of experiences in U.S. colonias communities along the Mexico border,Wutich A.; Jepson W.; Velasco C.; Roque A.; Gu Z.; Hanemann M.; Hossain M.J.; Landes L.; Larson R.; Li W.W.; Morales O.; Patwoary N.; Porter S.; Tsai Y.-S.; Zheng M.; Westerhoff P.,2022,10.1002/wat2.1595,https://www.scopus.com/pages/publications/85129131458?origin=resultslist,include,,,"Focused/narrative review (WIREs Water, multidisciplinary author team including a law professor, Rhett Larson) synthesizing the literature on water insecurity in U.S. colonias along the Mexico border. Directly on this review's core administrative-law-mechanism thesis: identifies 'municipal underbounding' -- the intentional legal-political non-annexation of low-income minority unincorporated communities by neighboring municipalities via 'conspicuous gerrymandering' of municipal boundaries -- as a central, analyzed legal mechanism producing household-level water/sanitation exclusion. Also discusses: historical Texas 'contract for deed' property-law arrangements (unrecorded/informal land-sale contracts letting sellers avoid legal service-provision obligations until a 1989 Texas law change); the Safe Drinking Water Act's (SDWA, 40 U.S.C. section 300f et seq.) size-based regulatory classification (systems <3,300 people get lighter monitoring requirements; many colonias systems and private wells fall outside SDWA coverage entirely) as a documented regulatory-threshold mechanism producing differential water-quality protection. Real household-level outcomes cited from underlying empirical literature: cost-of-remaining-unannexed estimates ( million for a 100-resident colonia to 0 million for a colonia with thousands of residents), physical/mental health impacts. Secondary review, not primary data collection -- flagged study_design_class=systematic_review_secondary per established convention (cf. S015, S019, S027, S052), never to be pooled as an independent primary effect, but substantively central to this review's mechanism-to-outcome focus given its direct analysis of municipal underbounding and SDWA regulatory-threshold mechanisms."
R8019ECFC2FE3,Regulating Citywide Inclusive Sanitation (CWIS) in Colombia,Saker A.; Pedraza A.B.; Narayan A.S.,2022,10.3390/ijerph19095669,https://www.scopus.com/pages/publications/85129356804?origin=resultslist,include,,,"Qualitative case-study analysis (in-depth policy review of Colombian laws/decrees/resolutions/court rulings + semi-structured interviews + stakeholder workshops) of whether Colombia's sanitation regulatory framework enables Citywide Inclusive Sanitation (CWIS, i.e., non-sewered/onsite sanitation alternatives for underserved/informal areas). Exceptionally rich, directly analyzed legal-mechanism-to-outcome content: Law 142-1994's narrow sewered-only sanitation definition excludes onsite/shared alternatives from the regulatory scheme; Decree 1272-2017/Resolution 699-2021 create a flexible-tariff scheme for underserved areas but impose no obligation on utilities to expand to 'non formalized zones' and require a municipal certification that a zone has 'urbanization prospect' (a discretionary political-will barrier -- 'not always within the mayor's interest to formalize zones'); subsidies apply only to sewered systems, making non-sewered/informal-settlement households ineligible for financial assistance (ELIGIBILITY mechanism); funding for WSS projects nationally requires land-legality certification, creating a documentation/tenure barrier for informal settlements (DOCUMENTATION/property mechanism); Law 2044-2020 obliges local authorities to address vulnerable informal-settlement conditions via service provision or relocation, but Law 388-1997 bars service provision in high-risk zones with no interim solution while relocation (often lengthy) is pending (ENFORCEMENT/exclusion mechanism); outdated land-planning instruments (88% outdated/inaccurate) leave marginalized zones outside official planning tools, again dependent on mayoral political will. Directly on this review's core mechanism families (eligibility, documentation/tenure, discretion, enforcement) with a household/community-level sanitation-service-access outcome."
R03E54611539A,Experimenting with Urban–Rural Partnerships for Sustainable Sanitation in India: Learning from Practice,Dasgupta S.; Agarwal N.,2022,10.3390/land11071021,https://www.scopus.com/pages/publications/85137206696?origin=resultslist,include,,,"Participatory action-research case study (authors directly supported design and implementation, 2019-2021) of India's first intergovernmental urban-rural partnership for faecal sludge management (FSM), Dhenkanal district, Odisha. Real mixed-methods data: 1,000-household rural survey, structured interviews with 8 gram panchayat sarpanchs, FSTP capacity/utilization records (27 kilolitres/day, ~50% utilized), and administrative/geospatial data. Directly analyzed institutional/legal mechanism: an informal, pre-existing market-led arrangement charged rural households 1.5-2x the urban per-trip service fee before the pilot; the pilot established a formal cooperative agreement (explicitly noted as 'an agreement and not a contract,' lacking legal enforceability equivalent to a private contract) between the urban local body and rural gram panchayats, with eligibility/service-area boundaries determined by distance thresholds and non-contiguous jurisdictional geography (gram panchayats made of scattered villages/hamlets), creating a genuine ELIGIBILITY-type boundary-determination mechanism producing 'institutionally sanctioned unequal access to services' among villages within the same jurisdiction. Documented household-level outcomes: rural households grew to 13% of all households served (Jan 2019-Feb 2020); service charges for rural households were reduced following the partnership; institutional responsibilities were clarified. Directly on this review's political_coordination/institutional_fragmentation and eligibility mechanism families with a household-level sanitation-access/affordability outcome."
R2C2403164292,Sanitation infrastructure at the systemic edge: Segregated roma settlements and multiple health risks in slovakia,Filčák R.; Škobla D.,2021,10.3390/ijerph18116079,https://www.scopus.com/pages/publications/85107181369?origin=resultslist,include,,,"Mixed-methods ethnographic + quantitative study of institutional discrimination against segregated Roma settlements in Slovakia (22 villages, 90 semi-structured interviews, Jan-Feb 2020) plus national quantitative data (Atlas of Roma Communities 2019, Office of Public Health Authority disease database, Ministry of Environment water/sewerage database). Genuine household-level connection outcomes: only 59% of Roma households with potential water-pipeline access are actually connected/using it (vs 76% potential); only 35% actually connected to sewerage (vs 51% potential). Disease-outbreak correlation: 85% of contagious-disease outbreak cases (4,693 cases, 2014-2018) occurred in municipalities where at least some Roma households lack water/sewerage connection. Real, analyzed legal/institutional mechanism: a three-type typology of municipal governance (rural-slum/inert, developmental, and 'not in my backyard' discriminatory) built from fieldwork, with Type C municipalities explicitly using the 'illegal' status of non-registered dwellings (Construction Authorities registration) and land-tenure/ownership barriers to justify excluding Roma settlements from sanitation-infrastructure extension while connecting non-Roma dwellings in the same village. Directly on this review's discretion/accommodation and documentation/tenure mechanism families with a household-level formal-connection/exclusion outcome -- a strong match to the dissertation's central thesis on administrative law as a mechanism of connectivity and exclusion."
R79DCFD4D36F2,Water rights in a time of fragility: An exploration of contestation and discourse around cape town’s “day zero” water crisis,Dugard J.,2021,10.3390/w13223247,https://www.scopus.com/pages/publications/85119581518?origin=resultslist,include,,,"Law-scholar (Univ. of Witwatersrand School of Law) empirical-legal study of water rights contestation/litigation in South Africa during Cape Town's 'Day Zero' water crisis (2017-2018), based on interviews with water rights activists/lawyers over a 3-year review period (2017-2020) plus court-case and consumption-data analysis. Directly analyzes real, litigated legal-enforcement mechanisms and outcomes: Mazibuko and Others v City of Johannesburg (2009, Constitutional Court) -- the sole water rights case reaching South Africa's highest court, concerning prepaid water meters that automatically disconnected poor Phiri (Soweto) residents' water supply once an inadequate free basic water allocation was exhausted, and the constitutional adequacy of that free-basic-water quantity; Manqele v Durban Transitional Metropolitan Council (2001, unsuccessful challenge to water-service-provision sufficiency standards); Bon Vista Mansions v Southern Metropolitan Local Council (2001, established that disconnecting a household's water supply without notice/process violates constitutional due-process and section 27(1)(b) rights); a 2012 case requiring adequate water/sanitation for informal settlements; Mshengu and Others v Msunduzi Local Municipality (informal-settlement/township water provision). Real quantitative consumption-disparity data cited: townships and informal settlements consume only ~4.7-5% of a city's total water despite housing a large population share. Directly on this review's enforcement/disconnection mechanism family with household-level water-access/disconnection outcomes, grounded in genuine legal-empirical (interview + case-law) research."
R529852719FAB,More Sustainable Systems Through Consolidation? The Changing Landscape of Rural Drinking Water Service Delivery in Uganda,Huston A.; Gaskin S.; Moriarty P.; Watsisi M.,2021,,https://www.scopus.com/pages/publications/85103334236?origin=resultslist,include,,,"Mixed-methods systems-approach study (household and infrastructure surveys, management assessment, key informant interviews, stakeholder workshops, 2017-2019) comparing rural drinking water service delivery models (community management vs. two utility models) in Kabarole District, Uganda, during a national consolidation transition. Real, analyzed administrative-enforcement mechanism with household-level outcomes: National Water utility 'has the technical capacity to enforce payment by cutting off supply in response to non-payment,' while community-managed sources and the newer Umbrella utility lack authority/capacity to enforce tariff payment or disconnect non-compliant customers -- a documented ENFORCEMENT mechanism differing by institutional model. Household-level quantitative outcomes: only 38% of households reported paying for water regularly in 2019 (about half within National-Water-served Fort Portal municipality), 28% made ad hoc post-breakdown contributions; National Water managers reported high effective household demand for new paid connections even where free lower-service-level water was previously provided; tariffs per 20L ranged from 25 UGX (subsidised public standposts) to 94 UGX (Umbrella domestic connections). Also documents institutional fragmentation (unclear service-authority hierarchy between District Local Governments and utilities; overlapping/conflicting tariff policies within the same community) and weak legal grounding of externally introduced service models. Household connection demand, willingness-to-pay, and payment-enforcement outcomes map onto this review's enforcement/formal-connection mechanism-outcome focus."
R700199742CC6,"Fecal sludge management system approach for establishing policy framework in urban areas of Vientiane Capital, Lao PDR",Sidlakone S.; Ichiki A.,2026,10.2166/washdev.2026.251,https://www.scopus.com/pages/publications/105043937417?origin=resultslist,exclude,E07,"Study examines the downstream fecal sludge collection/transport/treatment chain (desludging frequency, effluent BOD5/COD/TN/TP compliance, pollution loads) and government regulatory/institutional capacity to manage that chain (licensing, enforcement, institutional overlaps) -- not household-level legal/administrative barriers to obtaining a water/sanitation connection. All 230 surveyed households already have on-site sanitation facilities (flush/pour-flush toilets, septic tanks); the study's outcome is the FS treatment rate (20%->50% policy target) and environmental compliance, not household access, connection, or exclusion. Genuinely borderline given its real governance/institutional analysis content -- flagging for second-reviewer attention. Note: 8 other fecal sludge management papers already sit in this pool (search likely pulled a topical cluster) that may share this same wrong-service issue and deserve a consistent look.",
R4DC68FE0F0DC,Leveraging Artificial Intelligence for Comprehensive Analysis of Community and Rural Aqueduct Systems,Salazar-Gámez L.; Ojeda-Ocaña R.; Rosero-Lombana P.; Calpa-Villarreal J.; Chañag-Checa S.; Insuasty-Enríquez J.; Cerón-Rosales A.; Garzón T.,2026,10.28991/CEJ-2026-012-03-03,https://www.scopus.com/pages/publications/105034086530?origin=resultslist,exclude,E06,"AI-driven diagnostic study of 14 community aqueduct systems in Pasto, Colombia across Technical/Environmental/Administrative-Accounting/Psychosocial dimensions. Unit of analysis is the aqueduct system (n=14), not the household -- outcomes are provider-side technical performance (WQRI, flow rates) and the provider organization's own regulatory/tax compliance (Law 142/1994, IFRS, DIAN electronic invoicing, labor formalization) rather than legal/administrative mechanisms of household access. Psychosocial component addresses internal community-governance legitimacy/participation in managing the aqueduct, not legal barriers to household connection or service access. Core contribution is a GenAI diagnostic methodology (p.900), not a legal/administrative-access study.",
R103C2A0F907F,"Flows against the current: governance and politics of wastewater reuse in Valle Alto, Bolivia",Saldías C.; Echeverría I.; Vargas V.; Saavedra O.,2026,10.1080/07900627.2026.2677000,https://www.scopus.com/pages/publications/105040961806?origin=resultslist,exclude,E01,"Strong qualitative governance/institutional-bricolage study (Saldías et al.) with rich legal analysis (Bolivia Law 1333, customary usos y costumbres, EPSA mandates) -- but the population/exposure is smallholder farmers accessing treated municipal wastewater for AGRICULTURAL IRRIGATION (p.503-511), not household connection to a networked water or sanitation service (PROJECT_SPEC.md sec7 primary outcome). Falls under INCLUSION_EXCLUSION.md exclusion criterion 7 (water-resource studies unrelated to household or community SERVICE access). Borderline given methodological fit with Family A/C moderators -- flagged for second-reviewer attention given the close call on scope (irrigation reuse vs. household drinking-water/sanitation access).",
