record_id,title,authors,year,doi,url,full_text_status,full_text_location,full_text_decision,exclusion_reason,exclusion_reason_detail,reviewer_1,reviewer_2,conflict,final_decision,notes
RD17D28844F71,Analysis of water pricing in Ireland and recommendations towards a more efficient water sector,Brady J.; Gray N.F.,2013,10.2166/wp.2013.051,https://www.scopus.com/pages/publications/84880442544?origin=resultslist,,,,,,,,,,
R567A3B014963,The informal practice of appropriation and social control - experience from a bosti in Dhaka,Hossain S.,2013,10.1177/0956247812465803,https://www.scopus.com/pages/publications/84875977178?origin=resultslist,,,,,,,,,,
R9E9C50EFE536,Water service quality in Tanzania: Access and management,García-Valiñas M.Á.; Miquel-Florensa J.,2013,10.1080/07900627.2012.721698,https://www.scopus.com/pages/publications/84883445422?origin=resultslist,,,,,,,,,,
REA98E915A1CD,Nineteenth century London water supply: Processes of innovation and improvement,Tynan N.,2013,10.1007/s11138-012-0182-8,https://www.scopus.com/pages/publications/84874211858?origin=resultslist,,,,,,,,,,
R8BC4869D7A4E,"The persistent water problems of Lima, Peru: Neoliberalism, institutional failures and social inequalities",Ioris A.A.,2012,10.1111/sjtg.12001,https://www.scopus.com/pages/publications/84869024411?origin=resultslist,,,,,,,,,,
R08D3F4577102,Harnessing mobile communications innovations for water security,Hope R.; Foster T.; Money A.; Rouse M.,2012,10.1111/j.1758-5899.2011.00164.x,https://www.scopus.com/pages/publications/84868007635?origin=resultslist,,,,,,,,,,
RC4A4206BDF16,"From ""All for some"" to ""Some for all""? A historical geography of pro-poor water provision in Kampala",Appelblad Fredby J.; Nilsson D.,2013,10.1080/17531055.2012.708543,https://www.scopus.com/pages/publications/84874496006?origin=resultslist,,,,,,,,,,
RB937F6B14510,Environmental reviews and case studies: Water and sewer infrastructure challenges as a barrier to housing development in the Marcellus Shale region,Kolb B.; Williamson J.,2012,10.1017/S1466046612000312,https://www.scopus.com/pages/publications/84872094138?origin=resultslist,,,,,,,,,,
RB29E258A1586,Analysis of trends in the performance of urban water utilities: A case study of Embu Water and Sanitation Company,Wakiru J.K.; Kayaga S.M.,2013,,https://www.scopus.com/pages/publications/85099524234?origin=resultslist,,,,,,,,,,
RD1829FC2C94A,Bangladesh arsenic mitigation programs: Lessons from the past,Milton A.H.; Hore S.K.; Hossain M.Z.; Rahman M.,2012,10.3402/ehtj.v5i0.7269,https://www.scopus.com/pages/publications/84869856061?origin=resultslist,,,,,,,,,,
RE080CB357B2C,Water sector regulation in small island developing states: An application to Cape Verde,Marques R.C.; Simões P.; Berg S.,2013,10.2166/wp.2012.057,https://www.scopus.com/pages/publications/84875189894?origin=resultslist,,,,,,,,,,
RA37E8E75B126,Technology transfer of hand pumps in rural communities ofSwaziland: Towards sustainable project life cycle management,Baraki Y.A.; Brent A.C.,2013,10.1016/j.techsoc.2013.10.001,https://www.scopus.com/pages/publications/84887628815?origin=resultslist,,,,,,,,,,
R0B902066E9BE,"A qualitative study of access to sanitation amongst low-income working women in Bangalore, India",Rajaraman D.; Travasso S.M.; Heymann S.J.,2013,10.2166/washdev.2013.114,https://www.scopus.com/pages/publications/84883326291?origin=resultslist,,,,,,,,,,
R410CAF95F628,"Foreign funding-induced development, institutional weakening and access to water: A case study from Kerala, India",Irshad S.M.,2013,10.2166/wp.2012.203,https://www.scopus.com/pages/publications/84878796948?origin=resultslist,,,,,,,,,,
REC9BE7729D00,Changing water governance in Ghana through decentralisation,Laryea-Adjei G.; Van Dijk M.P.,2012,10.1504/IJW.2012.049497,https://www.scopus.com/pages/publications/84867314461?origin=resultslist,,,,,,,,,,
R31E7B1B06D5E,Bayesian networks modelling in support to cross-cutting analysis of water supply and sanitation in developing countries,Dondeynaz C.; López Puga J.; Carmona Moreno C.,2013,10.5194/hess-17-3397-2013,https://www.scopus.com/pages/publications/84927733082?origin=resultslist,,,,,,,,,,
R4DC2A9DD9226,"Governance, sustainability and decision making in water and: Sanitation management systems",Iribarnegaray M.A.; Seghezzo L.,2012,10.3390/su4112922,https://www.scopus.com/pages/publications/84872411518?origin=resultslist,,,,,,,,,,
RDF7B8A20B4E3,Governance dynamics disabling the sustainability of community-managed point-water facilities in rural Uganda,Mugumya F.,2013,10.3318/ISIA.2013.24.16,https://www.scopus.com/pages/publications/84889656913?origin=resultslist,,,,,,,,,,
R21E676633A38,The dynamics of privatization and regulation of water services: A comparative study of two Spanish regions,Bel G.; González-Gómez F.; Picazo-Tadeo A.J.,2013,10.1080/07900627.2012.721692,https://www.scopus.com/pages/publications/84883320790?origin=resultslist,,,,,,,,,,
R3D34ED61C9BE,"Unleashing Entrepreneurs or Controlling Unruly Providers? The Formalisation of Small-scale Water Providers in Greater Maputo, Mozambique",Ahlers R.; Güida V.P.; Rusca M.; Schwartz K.,2013,10.1080/00220388.2012.713467,https://www.scopus.com/pages/publications/84875921582?origin=resultslist,,,,,,,,,,
R4453EA5C8B2F,A learning approach for improving sanitation and hygiene services: Experiences from PILS in Northern Uganda,Bey V.,2013,,https://www.scopus.com/pages/publications/84891529364?origin=resultslist,,,,,,,,,,
R653C938D77F9,"Cost of providing sustainable water, sanitation and hygiene (WASH) services: An initial assessment of a life-cycle cost approach (LCCA) in rural Andhra Pradesh, India",Reddy V.R.; Batchelor C.,2012,10.2166/wp.2011.127,https://www.scopus.com/pages/publications/84862686924?origin=resultslist,,,,,,,,,,
R658467768162,"""The organised encroachment of the powerful""-Everyday practices of public space and water supply in Dhaka, Bangladesh",Hackenbroch K.; Hossain S.,2012,10.1080/14649357.2012.694265,https://www.scopus.com/pages/publications/84866882024?origin=resultslist,,,,,,,,,,
RFE6F4BE0CCF1,The myth of 'healthy' competition in the water sector: The case of small scale water providers,Ahlers R.; Schwartz K.; Perez Guida V.,2013,10.1016/j.habitatint.2012.06.004,https://www.scopus.com/pages/publications/84871928864?origin=resultslist,,,,,,,,,,
RED71C659CB3A,Journey from fringe to centre asserting rights and dignity: Experiences of WASH intervention in India,Umar A.; Luckose M.; Jaiswal S.; Bhadauria D.,2013,,https://www.scopus.com/pages/publications/84891535134?origin=resultslist,,,,,,,,,,
RD039A852D35C,State versus private sector provision of water services in Armenia,Harutyunyan N.,2012,10.1007/s11783-012-0425-8,https://www.scopus.com/pages/publications/84868103430?origin=resultslist,,,,,,,,,,
R221EA3C5B171,"Barriers to accessing water, sanitation and hygiene among people living with HIV/AIDS in Gomba and Mpigi districts in Uganda: A qualitative study",Mugambe R.K.; Tumwesigye N.M.; Larkan F.,2013,10.1007/s10389-012-0515-x,https://www.scopus.com/pages/publications/84872850690?origin=resultslist,,,,,,,,,,
RE27DBC552685,Glas Cymru: Lessons from nine years as a not-for-profit public-private partnership,Owen D.L.,2013,10.1080/07900627.2012.721671,https://www.scopus.com/pages/publications/84883418988?origin=resultslist,,,,,,,,,,
RDAD1B5F3B10E,Privatization and Renationalization: What Went Wrong in Bolivia's Water Sector?,Hailu D.; Osorio R.G.; Tsukada R.,2012,10.1016/j.worlddev.2012.05.032,https://www.scopus.com/pages/publications/84869080543?origin=resultslist,,,,,,,,,,
R94AFFF58AD88,A critical assessment of the incomplete contracts theory for private participation in public services: The case of the water sector in Ghana,Dagdeviren H.; Robertson S.A.,2013,10.1093/cje/bet007,https://www.scopus.com/pages/publications/84883355401?origin=resultslist,,,,,,,,,,
R13014C89A7C9,Determinants of household participation in the management of rural water supply systems: A case from Ethiopia,Tigabu A.D.; Nicholson C.F.; Collick A.S.; Steenhuis T.S.,2013,10.2166/wp.2013.160,https://www.scopus.com/pages/publications/84894100885?origin=resultslist,,,,,,,,,,
R7A4DACA8AA5D,"Neighbourhood differentials and environmental health interface in Lagos metropolis, Nigeria",Lawanson T.O.; Fadare S.,2013,10.1016/j.habitatint.2012.12.001,https://www.scopus.com/pages/publications/84873968917?origin=resultslist,,,,,,,,,,
RED5FE8ECD48C,"A global survey of urban water tariffs: Are they sustainable, efficient and fair?",Zetland D.; Gasson C.,2013,10.1080/07900627.2012.721672,https://www.scopus.com/pages/publications/84883361447?origin=resultslist,,,,,,,,,,
R3E6A10BB691A,Effect of governance models on enhancing water service delivery,Herrala M.E.; Haapasalo H.J.O.,2012,10.1108/09513551211252396,https://www.scopus.com/pages/publications/84863491136?origin=resultslist,,,,,,,,,,
R8DF8439BABC3,Is the pricing of urban water services Justifiably Perceived as unequal among Spanish Cities?,Martínez-Espiñeira R.; García-Valiñas M.A.; González-Gómez F.,2012,10.1080/07900627.2012.642231,https://www.scopus.com/pages/publications/84856900039?origin=resultslist,,,,,,,,,,
R0DF9468FC154,Transforming Urban Water Supplies in India: The role of reform and partnerships in globalization,Gopakumar G.,2012,10.4324/9780203803998,https://www.scopus.com/pages/publications/85134862873?origin=resultslist,,,,,,,,,,
RA53C02DDB780,The Added Value of Understanding Informal Social Networks in an Adaptive Capacity Assessment: Explorations of an Urban Water Management System in Indonesia,Larson S.; Alexander K.S.; Djalante R.; Kirono D.G.C.,2013,10.1007/s11269-013-0412-2,https://www.scopus.com/pages/publications/84883763722?origin=resultslist,,,,,,,,,,
R86051205DAED,"Good water governance without good urban governance? Regulation, service delivery models, and local government",Furlong K.,2012,10.1068/a44616,https://www.scopus.com/pages/publications/84870739432?origin=resultslist,,,,,,,,,,
R86610BDFBD5E,Negotiating marginalities: right to water in Delhi,Roy D.,2013,10.1080/1573062X.2012.709254,https://www.scopus.com/pages/publications/84875873096?origin=resultslist,,,,,,,,,,
RE4E5A4029D2D,Beyond access to water,Obeng-Odoom F.,2012,10.1080/09614524.2012.714744,https://www.scopus.com/pages/publications/84870508484?origin=resultslist,,,,,,,,,,
R494F2B4DE403,"Population' access to drinking water, in areas vulnerable to nitrate pollution",Tevi G.; Vasilescu M.,2013,,https://www.scopus.com/pages/publications/84874869851?origin=resultslist,,,,,,,,,,
R7B052D90C3BF,"Water access in Sucre, Bolivia: A case of governance deficit",Gutiérrez E.G.; Gómez F.G.; Guardiola J.,2013,10.1080/07900627.2012.721677,https://www.scopus.com/pages/publications/84884473119?origin=resultslist,,,,,,,,,,
R4D7CD4E75E33,An economic valuation of water connections under different approaches of service governance,Vásquez W.F.,2013,10.1016/j.wre.2013.10.001,https://www.scopus.com/pages/publications/84888000337?origin=resultslist,,,,,,,,,,
R7A3ED74BB18A,Uncertainty and dissent: The limits of Brazilian sanitation policy; [Incerteza e dissenso: Os limites institucionais da política de saneamento brasileira],de Sousa A.C.A.; Costa N.R.,2013,10.1590/S0034-76122013000300003,https://www.scopus.com/pages/publications/84879731877?origin=resultslist,,,,,,,,,,
RD601DD13E14F,Water Governance and Supply in Urban Areas,Roy D.; Akshintala V.; Sharma R.,2013,10.1177/0049085713493045,https://www.scopus.com/pages/publications/85106889164?origin=resultslist,,,,,,,,,,
R8FA24A9DD2C8,Water-poverty relationships in the coastal town of Mbour (Senegal): Relevance of GIS for decision support,Toure N.M.; Kane A.; Noel J.F.; Turmine V.; Nedeff V.; Lazar G.,2012,10.1016/j.jag.2011.08.001,https://www.scopus.com/pages/publications/84864408609?origin=resultslist,,,,,,,,,,
R21CE9DB39993,From adopt-a-project to permanent services: The evolution of water for people's approach to rural water supply in Bolivia,Fogelberg K.,2013,,https://www.scopus.com/pages/publications/84886939731?origin=resultslist,,,,,,,,,,
R2DE9801FD80C,Context-specific validation and introduction of technologies for sustainable WASH services,Kimera P.; Smet J.; Olschewskid A.; Parker A.,2013,,https://www.scopus.com/pages/publications/84891512675?origin=resultslist,,,,,,,,,,
RF38DAB41F8F8,Regulating water and sanitation for the poor: Economic regulation for public and private partnerships,Franceys R.; Gerlach E.,2012,10.4324/9781849772310,https://www.scopus.com/pages/publications/84925695297?origin=resultslist,,,,,,,,,,
R8F05631CC8C9,The impact of water governance levels on access to water for the most vulnerable: A case study from the Philippines,Lerebours A.,2013,,https://www.scopus.com/pages/publications/85099524832?origin=resultslist,,,,,,,,,,
R5A010875D9FB,"The right to water and sanitation in Ecuador: Progress, limitations, and challenges",Fernández N.; Buitrón Cisneros R.,2012,10.1089/env.2011.0021,https://www.scopus.com/pages/publications/84860292371?origin=resultslist,,,,,,,,,,
RF2B2F583825D,The water governance challenge: The discrepancy between what is and what should be,Ravnborg H.M.; Jensen K.M.,2012,10.2166/ws.2012.056,https://www.scopus.com/pages/publications/84873927338?origin=resultslist,,,,,,,,,,
R758A75AE59C1,Sanitation in informal settlements in East Africa (3ksan),Charles K.J.; Okurut K.; Tsinda A.; Adogo J.M.; Abbott P.; Okotto L.; Kulabako R.; Kaime T.; Chenoweth J.; Malcolm R.; Pedley S.,2013,,https://www.scopus.com/pages/publications/84891503283?origin=resultslist,,,,,,,,,,
R9E826C424890,"Analysing inter-relationships among water, governance, human development variables in developing countries",Dondeynaz C.; Carmona Moreno C.; Céspedes Lorente J.J.,2012,10.5194/hess-16-3791-2012,https://www.scopus.com/pages/publications/84868015419?origin=resultslist,,,,,,,,,,
RE8EDE45DF049,"Analysing the relationship between urban livelihoods and water infrastructure in three settlements in Cusco, Peru",Crawford C.; Bell S.,2012,10.1177/0042098011408140,https://www.scopus.com/pages/publications/84857940022?origin=resultslist,,,,,,,,,,
RA3375EB4F7B0,"Governing water in the andean community of Cabanaconde, Peru",Paerregaard K.,2013,10.1659/MRD-JOURNAL-D-12-00107.1,https://www.scopus.com/pages/publications/84883725729?origin=resultslist,,,,,,,,,,
RC0750E198B8C,Factors affecting sustainability of rural water schemes in Swaziland,Peter G.; Nkambule S.E.,2012,10.1016/j.pce.2012.09.011,https://www.scopus.com/pages/publications/84868454819?origin=resultslist,,,,,,,,,,
R5F7CD74E0186,"When urban taps run dry: Sachet water consumption and health effects in low income neighborhoods of Accra, Ghana",Stoler J.; Fink G.; Weeks J.R.; Otoo R.A.; Ampofo J.A.; Hill A.G.,2012,10.1016/j.healthplace.2011.09.020,https://www.scopus.com/pages/publications/84856587194?origin=resultslist,,,,,,,,,,
R58D1D52A0625,Risk Management in a Developing Country Context: Improving Decisions About Point-of-Use Water Treatment Among the Rural Poor in Africa,Arvai J.; Post K.,2012,10.1111/j.1539-6924.2011.01675.x,https://www.scopus.com/pages/publications/84855321558?origin=resultslist,,,,,,,,,,
R803988411D3E,Urban waste and sanitation services for sustainable development: Harnessing social and technical diversity in East Africa,van Vliet B.; van Buuren J.; Mgana S.,2013,10.4324/9780203362709,https://www.scopus.com/pages/publications/84906440171?origin=resultslist,,,,,,,,,,
R3A1EB80FA37D,"Observations of drinking water access in school food service areas before implementation of federal and state school water policy, California, 2011",Patel A.I.; Chandran K.; Hampton K.E.; Hecht K.; Grumbach J.M.; Kimura A.T.; Braff-Guajardo E.; Brindis C.D.,2012,10.5888/pcd9.110315,https://www.scopus.com/pages/publications/84866889173?origin=resultslist,,,,,,,,,,
R0299C96CF472,"Water rights, commons and advocacy narratives",Bond P.,2013,10.1080/19962126.2013.11865068,https://www.scopus.com/pages/publications/84879307380?origin=resultslist,,,,,,,,,,
R4D781D5EB540,Social movements and the struggle for shelter: A case study of eThekwini (Durban),Mitlin D.; Mogaladi J.,2013,10.1016/j.progress.2012.12.001,https://www.scopus.com/pages/publications/84880596713?origin=resultslist,,,,,,,,,,
RAFD43FB2362E,Why do indigenous municipalities in Mexico have worse piped water coverage?,Rivas M.G.,2012,10.1080/09614524.2012.630983,https://www.scopus.com/pages/publications/84858316973?origin=resultslist,,,,,,,,,,
RBAF7A730DAE8,M-governance: Use of technology in water service delivery in Kenya,Moraa H.; Salim A.; Otieno A.,2013,10.4018/978-1-4666-4900-2.ch013,https://www.scopus.com/pages/publications/84944872783?origin=resultslist,,,,,,,,,,
R60A7F4A451A6,Water and sanitation for all in low-income countries,Jones H.; Fisher J.; Reed R.,2012,10.1680/muen.12.00018,https://www.scopus.com/pages/publications/84871066678?origin=resultslist,,,,,,,,,,
R441EAF4DFFD2,Municipal sanitation plans in Brazil as a tool for planning and cooperation to addressing the millennium development goals,Wartchow D.; Daronco G.C.,2013,,https://www.scopus.com/pages/publications/84951850985?origin=resultslist,,,,,,,,,,
R1A33C22EDA73,Cisterns and safe drinking water in Canada,Baird J.M.; Summers R.; Plummer R.,2013,10.1080/07011784.2013.780790,https://www.scopus.com/pages/publications/84880951785?origin=resultslist,,,,,,,,,,
RC4DF38E3B363,"The Political Economy of Water Service Privatization in Mexico City, 1994-2011",Pierce G.,2012,10.1080/07900627.2012.685126,https://www.scopus.com/pages/publications/84867146000?origin=resultslist,,,,,,,,,,
RD88D7BDC6553,Access to potable water and sanitation in Cameroon within the context of Millennium Development Goals (MDGS),Ako Ako A.; Shimada J.; Eyong G.E.T.; Fantong W.Y.,2010,10.2166/wst.2010.836,https://www.scopus.com/pages/publications/77952485075?origin=resultslist,,,,,,,,,,
R29856BE0CB68,Willingness to Pay and Willingness to Accept Compensation for Changes in Urban Water Customer Service Standards,Hatton MacDonald D.; Morrison M.D.; Barnes M.B.,2010,10.1007/s11269-010-9599-7,https://www.scopus.com/pages/publications/77956172508?origin=resultslist,,,,,,,,,,
R893234AFA905,"Are roof tanks pro-poor service levels? A case study from eThekwini (Durban), South Africa",Brunner N.; Essl L.; Gounden T.; Mbatha S.; Ngubane N.; Starkl M.,2010,10.2316/p.2010.686-043,https://www.scopus.com/pages/publications/84858660525?origin=resultslist,,,,,,,,,,
RB6A1EB27E732,Social inclusion in Mumbai: Economics matters too,Buckley R.M.,2011,10.1177/0956247811398585,https://www.scopus.com/pages/publications/79954503357?origin=resultslist,,,,,,,,,,
R2F782937787E,Policy insights on user charges from a rural water supply project: A counter-intuitive view from South India,Vibhu N.; James A.J.,2010,10.1080/07900627.2010.491973,https://www.scopus.com/pages/publications/77954849870?origin=resultslist,,,,,,,,,,
RFAFB594AD9AF,Improved access to urban water services in Uganda,Kayaga S.; Fisher J.; Franceys R.,2009,10.1680/muen.2009.162.3.165,https://www.scopus.com/pages/publications/77957711923?origin=resultslist,,,,,,,,,,
RC8E4D27449CF,Institutional obstacles to service delivery in South Africa,Koelble T.A.; Lipuma E.,2010,10.1080/02533952.2010.518002,https://www.scopus.com/pages/publications/78649561387?origin=resultslist,,,,,,,,,,
R178232D887EC,What does it take to scale up and sustain rural sanitation beyond projects?,Mukherjee N.; Kumar A.; Cardosi J.; Singh U.,2009,10.3362/1756-3488.2009.030,https://www.scopus.com/pages/publications/77958023118?origin=resultslist,,,,,,,,,,
RD115629ED34F,Benchmarking of North Indian urban water utilities,Singh M.R.; Mittal A.K.; Upadhyay V.,2011,10.1108/14635771111109832,https://www.scopus.com/pages/publications/79952308727?origin=resultslist,,,,,,,,,,
R8A2445A92C67,"Integrating land tenure, infrastructure and water catchment management in Sã Paulo's periphery: Lessons from a gaming approach",Ducrot R.; Bueno A.K.; Barban V.; Reydon B.P.,2010,10.1177/0956247810380168,https://www.scopus.com/pages/publications/78049460232?origin=resultslist,,,,,,,,,,
RFEE962BD6DAD,Urban partnership approaches: A WSUP update,Bevan J.; Franceys R.,2009,,https://www.scopus.com/pages/publications/84891414663?origin=resultslist,,,,,,,,,,
R07C4DC6213A6,Private-Sector Participation in Water and Sanitation Services: The Answer to Public Sector Failures?,Castro J.E.,2010,10.1007/978-3-642-04615-5_9,https://www.scopus.com/pages/publications/85071471960?origin=resultslist,,,,,,,,,,
RFDCD6A65E245,Meeting the sanitation challenge in sub-saharan cities: Lessons learnt from a financial perspective,Toubkiss J.,2010,10.1007/978-90-481-3721-3_10,https://www.scopus.com/pages/publications/84055197104?origin=resultslist,,,,,,,,,,
R9D43BF928F12,The relationship between technology and functionality of rural water points: Evidence from Tanzania,Jiménez A.; Pérez-Foguet A.,2011,10.2166/wst.2011.274,https://www.scopus.com/pages/publications/79955380523?origin=resultslist,,,,,,,,,,
RBA427862C34C,"The impact of cost recovery and sharing system on water policy implementation and human right to: A case of Ileje, Tanzania",Kibassa D.,2011,10.2166/wst.2011.482,https://www.scopus.com/pages/publications/79959293484?origin=resultslist,,,,,,,,,,
RC8FC125A9F16,Regulating water services for the poor: The case of Amman,Gerlach E.; Franceys R.,2009,10.1016/j.geoforum.2008.11.002,https://www.scopus.com/pages/publications/67349259702?origin=resultslist,,,,,,,,,,
RCD35B77EDFE1,Ensuring access to urban water for slum dwellers: An institutional synthesis of low income cities in Bangladesh,Swapan M.S.H.; Ahmed S.,2009,,https://www.scopus.com/pages/publications/79952307749?origin=resultslist,,,,,,,,,,
RCD554221B2C5,Multiple-use services as an alternative to rural water supply services: A characterisation of the approach,Smits S.; van Koppen B.; Moriarty P.; Butterworth J.,2010,,https://www.scopus.com/pages/publications/77956626346?origin=resultslist,,,,,,,,,,
RD0D63BD0DF34,Municipal water services in Guatemala: Exploring official perceptions,Vásquez W.F.,2011,10.2166/wp.2010.211,https://www.scopus.com/pages/publications/79958745493?origin=resultslist,,,,,,,,,,
R7891B393A14B,The limits to public participation in strengthening public accountability: A reflection on the 'Citizens' Voice' initiative in South Africa,Smith L.,2011,10.1177/0021909611403708,https://www.scopus.com/pages/publications/80052987838?origin=resultslist,,,,,,,,,,
R9499AFC94021,"Urban basic services: Rights, reality, and resistance",Dugard J.,2011,10.1017/CBO9781139108591.013,https://www.scopus.com/pages/publications/84928623343?origin=resultslist,,,,,,,,,,
R6E6A692D35CF,Institutionalising Community-Led Action for Sanitary Surveillance (CLASS) through the launch of a reward scheme,Vinod Kumar Mishra A.; Shukia B.I.P.,2011,,https://www.scopus.com/pages/publications/84891654223?origin=resultslist,,,,,,,,,,
R6D069078371B,Water Services in South Africa 1994–2009,Eales K.,2011,10.1007/978-90-481-9367-7_3,https://www.scopus.com/pages/publications/84918862920?origin=resultslist,,,,,,,,,,
RDF291C6CC5DD,The right to water and its relevance to sustainable water governance,Grimes H.J.,2011,10.1680/ensu.2011.164.2.119,https://www.scopus.com/pages/publications/79959222737?origin=resultslist,,,,,,,,,,
RE6A43701E1CD,Public water services facing users' social vulnerability: Towards a new management model of basic public services?; [Les services publics d'eau face à la vulnérabilité sociale des populations: Vers un nouveau modèle de management des services publics essentiels?],Tabi M.T.,2009,10.3917/flux.076.0094,https://www.scopus.com/pages/publications/72849143557?origin=resultslist,,,,,,,,,,
RCF31FA5B9CF9,Assessment of the performance of a public water utility: A case study of Blantyre Water Board in Malawi,Kalulu K.; Hoko Z.,2010,10.1016/j.pce.2010.07.017,https://www.scopus.com/pages/publications/77957016718?origin=resultslist,,,,,,,,,,
RE9D7E0998707,Conflicting Objectives of Trinidad's Water Pricing Policy: A Need for Good Water Pricing and Governance,Mycoo M.,2011,10.1080/07900627.2011.619899,https://www.scopus.com/pages/publications/84858645584?origin=resultslist,,,,,,,,,,
RE5C928587BA7,State regulatory frameworks for basic sanitation in Brazil; [Marcos regulatórios estaduais em saneamento básico no Brasil],Galvão Junior A.C.; Nishio S.R.; Bouvier B.B.; Turolla F.A.,2009,,https://www.scopus.com/pages/publications/67649763943?origin=resultslist,,,,,,,,,,
RAD75F64031CA,"Local authorities, community and Private Operators Partnerships in small towns water service delivery in Ghana",Nyarko K.B.; Oduro-Kwarteng S.; Owusu-Antwi P.,2011,10.1016/j.pce.2011.08.007,https://www.scopus.com/pages/publications/80054060401?origin=resultslist,,,,,,,,,,
R86E29439A5B6,Measuring and coping with urban growth in developing countries,Bazoglu N.,2011,,https://www.scopus.com/pages/publications/84895567627?origin=resultslist,,,,,,,,,,
R0C54E2A3F77C,South Africa's water law and policy framework: Implications for the right to water,Gowlland-Gualtieri A.,2010,10.1017/UPO9788175968578.015,https://www.scopus.com/pages/publications/79960084502?origin=resultslist,,,,,,,,,,
RE432FCA80E8F,"Assessment of causes leading to an insufficient water supply in Tegucigalpa, Honduras",Coello-Balthasar Z.; Phumpiu P.; Balfors B.; Gustafsson J.E.,2011,10.2495/WRM110031,https://www.scopus.com/pages/publications/84865571611?origin=resultslist,,,,,,,,,,
R037DC2F7B16A,Providing Sustainable Sanitation,Fenner R.; Flores A.,2010,10.1002/9780470972847.ch12,https://www.scopus.com/pages/publications/84886063322?origin=resultslist,,,,,,,,,,
RAAF6CC9EEAB3,The impact of a new regulatory framework upon water management in Spain. The company Aguas de La Coruña S.A. (1975-2008); [El impacto del nuevo marco regulador sobre la gestión del agua en España. El caso de Aguas de La Coruña S.A. (1975-2008)],Araujo J.M.; Sánchez C.P.; Veiga G.R.,2011,,https://www.scopus.com/pages/publications/80053003572?origin=resultslist,,,,,,,,,,
RA3346A12EC7F,Participation as citizenship or payment? A case study of rural drinking water governance in Mali,Jones S.,2011,,https://www.scopus.com/pages/publications/79551667275?origin=resultslist,,,,,,,,,,
R8821F07922AB,"Private sector participation, regulation and social policies in water supply in France",Reynaud A.,2010,10.1080/13600811003753362,https://www.scopus.com/pages/publications/77952579317?origin=resultslist,,,,,,,,,,
R2EBBF2C7D3AE,Implementing the right to water in Paris; [La mise en ceuvre du droit à I'eau à Paris],Smets H.,2011,,https://www.scopus.com/pages/publications/79955491856?origin=resultslist,,,,,,,,,,
R80662D1B2A50,Millennium Development Goals and the role of panchayats : Exploring through west bengal case,Ghosh D.K.,2009,,https://www.scopus.com/pages/publications/70449572006?origin=resultslist,,,,,,,,,,
RED2F5DDD1F80,Fighting a different battle - Sanitation,Henry C.; McCarthy B.,2011,,https://www.scopus.com/pages/publications/80052561318?origin=resultslist,,,,,,,,,,
R6C487F03F147,"Integration of capacity factors analysis risk methodology and Ostrom's social ecological system assessment framework to assess and improve domestic water infrastructure in Nalgonda District, Andhra Pradesh, India",Pailla S.; Louis G.,2011,10.1109/SIEDS.2011.5876858,https://www.scopus.com/pages/publications/79959995654?origin=resultslist,,,,,,,,,,
R341911F512DB,Joint water supply projects in rural Cameroon: Partnership or profiteering? Lessons from the Mautu-Cameroon Development Corporation (CDC) project,Folifac F.; Gaskin S.,2011,10.2166/ws.2011.061,https://www.scopus.com/pages/publications/80054765558?origin=resultslist,,,,,,,,,,
R749B86F34484,Access to water in a Nairobi slum: Women's work and institutional learning,Crow B.; Odaba E.,2010,10.1080/02508060.2010.533344,https://www.scopus.com/pages/publications/78649745788?origin=resultslist,,,,,,,,,,
RBA0501E8AF30,Impact of socio-political dynamics on water and sanitation service delivery in Malawi,Thole B.; Chikhwenda E.; Thengolose A.,2009,10.2495/WRM090021,https://www.scopus.com/pages/publications/71749088402?origin=resultslist,,,,,,,,,,
R93AC00BD10E7,Water engineering: A challenge for sustainable development for vulnerable communities-case Colombia,Ramirez M.C.; Maldonado A.; Calvo D.; Gonzalez M.A.; Caicedo L.C.; Gereda D.; Muñoz F.,2011,,https://www.scopus.com/pages/publications/84895408790?origin=resultslist,,,,,,,,,,
R84C53827AA21,"Economic regulation of the australian water sector past, present and future",Liggins P.,2010,,https://www.scopus.com/pages/publications/77958001113?origin=resultslist,,,,,,,,,,
R3551E4A62FAE,Discourses of illegality and exclusion: When water access matters,Mudege N.N.; Zulu E.M.,2011,10.1080/17441692.2010.487494,https://www.scopus.com/pages/publications/79952458198?origin=resultslist,,,,,,,,,,
RF64B0D838A6C,Supporting simple and effective rural water supply monitoring by local government in Malawi,Scott O.,2011,,https://www.scopus.com/pages/publications/84891655966?origin=resultslist,,,,,,,,,,
RE77D32FE4504,Tracking political climate change: US policy and the human right to water,Sternlieb F.; Laituri M.,2009,10.2495/WRM090511,https://www.scopus.com/pages/publications/71749121256?origin=resultslist,,,,,,,,,,
R58E83E4193E6,The human right to water and its application in the occupied palestinian territories,Cahill-Ripley A.,2011,10.4324/9780203827857,https://www.scopus.com/pages/publications/84909344467?origin=resultslist,,,,,,,,,,
RCD3248F027A6,Improving school sanitation in a sustainable way for a better health of school children in the EECCA and in the new EU member states,Samwel M.; Gabizon S.,2009,10.1016/j.desal.2008.05.079,https://www.scopus.com/pages/publications/70349507138?origin=resultslist,,,,,,,,,,
