record_id,exclusion_reason,year,authors,title,doi,url,abstract,ai_rationale
R2E98B719C710,E01,2008,"Nakakita, Koji","Incorporating Japanese labor into the Free World: Cold War diplomacy and economic interdependence, 1949-1964",https://doi.org/10.1080/00236560801950972,https://www.proquest.com/docview/221029144?accountid=13598&bdid=165489&_bd=CNJqlZQIZga0YtcvMoSbJ%2BMd7RE%3D,"Japan's trade unions were a crucial battlefront in the Cold War. Western governments and trade unions made every effort to integrate Japanese labor into the Free World, but the 'anti-communist' and the 'social democratic' approaches competed against each other in their dealings with the neutralist Sohyo. The former hard-line measures by the Republican Administration and the American Federation of Labor merely resulted in the formation of a small right-wing national center Zenro in 1954. After the mid 1950s, international economic interdependence promoted the latter conciliatory policy of the International Confederation of Free Trade Unions (ICFTU), the International Metalworker's Federation (IMF), the Congress of Industrial Organizations, the Trades Union Congress, the US Democratic Administration, and the British government. The establishment of the IMF-Japan Council as well as Zenro's affiliation with the ICFTU in 1964 was a great turning point in the process of incorporating Japanese labor into the Free World. [PUBLICATION ABSTRACT]","Concerns ""Incorporating Japanese labor into the Free World: Cold War diplomacy and economic interdependence, 1949-1964"" (bureaucracy/public-administration/unrelated topic); no water or sanitation service-access content."
RA1A1DD6E0B08,E01,1983,"Harari, Oren; Crawford, Kent S; Rhode, John Grant",Organization Size and Member Attitudes: An Empirical Study,https://doi.org/10.1111/j.1468-232X.1983.tb00256.x,https://www.proquest.com/docview/222475486?accountid=13598&bdid=165489&_bd=hULuGXONnImk4T%2B6XxrVwntxdbA%3D,"While research has linked large organizational size to bureaucratic administrative structures and less cohesive relationships between organization members, it has not established the effect of size on member attitudes.  This study was conducted to determine if the relationship between organizational size and member attitudes is moderated by organizational subunit type and size, and by member status within the organizational hierarchy.  Personnel aboard US Navy vessels were surveyed about their perceptions of organizational climate and their job satisfaction.  A total of 8,347 respondents, representing a wide range of Naval rankings, were involved in a variety of functions, in subunits varying in size from 30-140 members.  Only rank was found to positively influence climate perceptions and job satisfaction.  No clear relationship was established between attitudes and subunit type or size.  These results indicate that organizational size may mask the influence of other factors which determine worker attitudes.","""Organization Size and Member Attitudes: An Empirical Study"" concerns organizational/bureaucratic, institutional, or unrelated social-science topics with no water or sanitation service dimension."
RE5AB4EAFD037,E01,2009,"ROBERTSON, CRAIG","Four Documents, a Non-Citizen, and a Diplomatic Controversy: The Documentation of Identity in the Mid-Nineteenth Century",https://doi.org/10.1111/j.1467-6443.2009.01366.x,https://www.proquest.com/docview/208163924?accountid=13598&bdid=165489&_bd=uBnjkfVE19u3IhzVq8t0uVxWI7c%3D,"A forgotten diplomatic controversy centered on the claim to U.S. protection by a yet-to-be-naturalized citizen is analyzed to offer insights into the mid-nineteenth century understanding of the status and function of the documentation of individual identity. It makes clear the documentation of identity had a contested and gradual development. Documentation was contested in that people (both officials and members of the public) struggled to understand how it was that a document identified a person. This uncertainty centered not only on who had the authority to document identity, but how that authority was represented on a document. Beyond its mid-nineteenth century and U.S. focus this essay is intended to provide the context for an understanding of the administrative, bureaucratic, and social developments that had to occur before identification documents could play a pivotal role in the development of the twentieth century state. In this way it suggests that official identification is an important object of analysis for debates about the articulation of information and governing in state formation. [PUBLICATION ABSTRACT]","Paper on ""Four Documents, a Non-Citizen, and a Diplomatic Controversy: The Documentation of Identity in the Mid-Nineteenth Century""; a public administration/bureaucracy/sociology topic unrelated to water or sanitation service access or its legal/governance barriers."
R62A4411BB7B6,E01,2009,"Murdach, Allison D",Discretion in Direct Practice: New Perspectives,,https://www.proquest.com/docview/215269975?accountid=13598&bdid=165489&_bd=rFN6qEdaoQnP9qmnNidQtdZMa2M%3D,"Unfortunately, the topic of practitioner discretion had by this time become viewed with suspicion and distaste by public administrators and some social scientists (Gummer, 1979), who viewed freedom of decision by professionals as ""lawless,"" unpredictable, and in need of rigorous control through accountability measures (Packer, 1968; Torczyner, 1991).  Because of the contentious legal climate engendered by such sentiments, the topic of practitioner discretion again waned in clinical interest, and the ethical aspects of practitioner decision making assumed dominant importance in practice theory (Reamer, 2001).  Because the mediational model of discretionbased social work intervention originated in health care, a field that today employs the largest concentration of social workers in this country, it is especially important because it provides a more developed theory and evidence-based foundation for the development and improved understanding of social work discretion than the other models discussed earlier.",Theoretical essay on practitioner discretion in direct social-work practice; not water/sanitation.
RB4123F1C4274,E01,1979,"Sosin, Michael",Social Welfare and Organizational Society,,https://www.proquest.com/docview/61549804?accountid=13598&bdid=165489&_bd=FNL35TOpzOYX0ZAxy2Y%2FVATeLpE%3D,"The dominance of the large-scale formal organization is a central feature of contemporary US society. Reviewed are societal trends that are bound up with organizational dominance; presented are implications for social welfare. The combination of large-scale organizations & traditional industrial arrangements results in the formation of a stable yet chronically underfinanced welfare system whose level of support & character are crucial to the lives of an increasingly alienated Lc. Organizational dominance implies that changes in bureaucratic rules have important consequences for large segments of society; however, strong social forces militate against any significant changes in those rules affecting public welfare. HA.","Sociology-of-bureaucracy/administration record on ""Social Welfare and Organizational Society""; no water or sanitation service-access content of any kind."
R9DB84289A5D2,E01,1992,"Wickramagamage, Carmen",Relocation as Positive Act: The Immigrant Experience in Bharati Mukherjee's Novels,https://doi.org/10.1353/dsp.1992.0013,https://www.proquest.com/docview/2174437719?accountid=13598&bdid=165489&_bd=%2BDSGrjZAYGpIdBlPrgTbma1Y6Uw%3D,"Diaspora 2:2 1992 Relocation as Positive Act: The Immigrant Experience in Bharati Mukherjee's Novels Carmen Wickramagamage University of Hawaii at Manoa To define immigration as the activity of ""coming to settle in a country that is not one's own"" (Oxford English Dictionary) is to invoke its opposite: the existence of, and departure from, a country that is one's own. Such a definition oftransnational migration suggests that in crossing borders at national checkpoints an immigrant exchanges more than passports and citizenships; underlying the bureaucratic process that equates legitimate immigration with the possession of valid visas and authentic documents there is another vision of cross-border movement, in undertaking which the immigrant signifies a willingness to exchange the security that comes from living within the boundaries of a territory whose cultural geography is known for the uncertainty of life in a territory whose sociopolitical and cultural contours must be learned. This notion of immigration as exile from one's ""true"" home has come to be invested with contrary values through time. For some leading literary figures of the twentieth century—such as Conrad, Joyce, Pound, Beckett, Nabokov, V. S. Naipaul, Carlos Fuentes, Salman Rushdie, and Bharati Mukherjee1—this separation ofselffrom one's native place has appeared beneficial, even necessary; but for the many ""ordinary"" immigrants who live in the increasingly transnationalized world bereft of what Edward Said calls that ""modest refuge provided by subjectivity, by art"" (""The Mind ofWinter"" 50), it does not seem to have either appeared or been represented as a positive experience. Sociological surveys2 and literary representations3 ofthe New World immigrant experience, for instance, suggest that many immigrants both perceive and experience immigration as deracination and dislocation, leading them to congregate in ethnic enclaves, where they attempt to maintain the illusion of a home away from home. Ifunderlying the human impulse to migrate is the belief in a second chance, this optimistic view of immigration and diasporization has not always been able to make itselfheard against that more dominant view that offers an image ofthe immigrant as 171 Diaspora 2:2 1992 an alienated inhabitant in the land that has become his or her new home—an image that has through time come to acquire the status of a stereotype. However, in recent years there has been a concerted effort by writers and cultural critics from both sides of the Atlantic—among them Rushdie, Homi Bhabha, Said, Elaine Kim, and Mukherjee—to contest and reconceptualize this image of the immigrant as ""put upon and pathetic"" (Mukherjee, Introduction xiii), unable to come to terms with the new culture, alienated and lost. Such a contestatory rearticulation of the immigrant experience has been necessary because even authentic images, once they float free oftheir particular historical contexts and attain the status of widely acknowledged stereotypes, have a way of becoming instruments of ideological manipulation , and after a while acquire the power to ""in-form"" the subjectivity of the immigrants as much as represent it. Rushdie, for instance, has spoken about the way immigrant in Britain has come to mean black immigrant and is used to relegate those immigrants to a status that is less than (British) citizen. Bhabha, on the other hand, sees the margins of the nation-space, where the imperfectly assimilated or unassimilated immigrants gather, as subversive, because he sees the margins as effectively contesting a nation-state's claims to legitimacy (4). For Said, life in exile is a means to acquiring a more comprehensive, ""less orthodox,"" vision of the world than is available to those who stay at ""home"" (""The Mind of Winter"" 55). Kim, like Abdul JanMohammed and David Lloyd, re-presents minority status as a subject-position, chosen, not imposed from above, when she speaks of the need for Asian Americans to reclaim the right to define their ""own 'otherness,' not as foreigners but as American Others'"" (170)—a ""new identity"" that she claims would allow them to challenge the ""racial fantasies"" constructed by the dominant culture (147). The interviews and published articles ofMukherjee,4 on the other hand, suggest that her concern is not so much with foregrounding the subversive potential oflife on the margins as with contesting the dominant culture's...","Sociology/public-administration literature on ""Relocation as Positive Act: The Immigrant Experience in Bharati Mukherjee's Novels""; concerns bureaucracy/organizational theory generally, with no water or sanitation service access, connection, or affordability content."
R3BFB365DE288,E01,2014,"Neitz, Mary Jo",Becoming Visible: Religion and Gender in Sociology,https://doi.org/10.1093/socrel/sru058,https://www.proquest.com/docview/1641841285?accountid=13598&bdid=165489&_bd=DOdyFiFx%2BkQXl0Mlwh0Bn2MIFRo%3D,"The European men canonized as the founders of sociology sought to explain the societal shifts they associated with modernization including urbanization, the development of bureaucracy, and the emergence of the nation state. In this essay, I suggest how developing theoretical and methodological tools have gone hand in hand with social changes and new questions about the place of religion in con temporary society to make religion more visible in the discipline of sociology. Seeing gender has also been problematic in sociology, although in somewhat different ways. I show how asking questions about gender illuminates the unevenness of the secularization process. I outline recent developments in feminist thinking. I show how considering gender and religion together enhances our understanding of both.","Sociology-of-bureaucracy/administration record on ""Becoming Visible: Religion and Gender in Sociology""; no water or sanitation service-access content of any kind."
R2EF9E4BB0214,E01,2013,"Rolfe, John; Kinnear, Susan",Populating regional Australia: What are the impacts of non-resident labour force practices on demographic growth in resource regions?,https://doi.org/10.5172/rsj.2013.22.2.125,https://www.proquest.com/docview/1470789359?accountid=13598&bdid=165489&_bd=zBkXaTI9JffBoHWCeYvNUwF3nm0%3D,"Resource-based activity provides a strong stimulus to local economies, largely through the high incomes paid to employees in the resources sector, plus the large levels of expenditure through supporting business chains. Supply of labour via fly-in, fly-out (FIFO) and drive-in, drive-out (DIDO) options creates a range of direct and indirect pressures on host communities. The dual effect of FIFO/DIDO is thus not only to introduce new demand for infrastructure and services, but also to deny regions the chance for baseline population growth, and with it, the likelihood of improving living standards. This paper presents a case study illustrating the value of resource activity in stimulating local population growth in Central Queensland, and how the strength of this stimulus varies with patterns of resident and non-resident workforce mixes. Demographic modelling prepared using the economic multiplier approach suggest that in excess of up to 180,000 additional people could move into the region by 2018 in direct response to resource sector growth, if the workforce was fully resident.","Sociology/political-science/history record on ""Populating regional Australia: What are the impacts of non-resident labour force practices on demographic growth in resource regions?""; no content on household water or sanitation service access, connection, or exclusion."
R596DF02AF755,E01,1979,"Oszlak, Oscar",Critical Notes for a Theory of State Bureaucracy,,https://www.proquest.com/docview/61082316?accountid=13598&bdid=165489&_bd=E7X95GbZv3LaD%2FZkydi99sEqTTg%3D,"A critical review of historical-structural, administrative, & contextual approaches to the study of the institutional state apparatus, through analysis of two different types of problems: (1) ways in which different theories delimit their analytical units; & (2) questions that guide research interests. Most studies can be criticized for their failure to establish a level of analysis adequate for studying the interrelationship between global social processes & the particular dynamics of the state bureaucracy, & for their privatist &/or ethnocentrist character. An attempt is made to reconstruct the paradigm implicit in the practice of administrative reform, underlying the congruence between the conception of bureaucracy that emerges from this paradigm & the reform strategies actually tried. Some ideas are presented regarding the substantive & historical specificity of bureaucracy, pointing out the inherent conflict in the roles that it may alternatively assume in capitalist societies. The need to place the evaluation of bureaucratic performance within a proper contextual & historical framework is emphasized. These reflections are illustrated with reference to the Latin American experience. Future research should be expanded, by tracing the processes of formation, consolidation, & intervention of state bureaucracy & by reconsidering its boundaries, the meaning of its productivity, & the criteria of its social legitimization. Modified AA.","Sociology/public-administration study on ""Critical Notes for a Theory of State Bureaucracy""; concerns bureaucracy, organizations, governance or related social-science topics with no water or sanitation service access focus (wrong topic)."
R04A93C99EFDC,E01,2014,"Plüss, Larissa","Steering, Not Rowing? An Analysis of the Political Influence, the Role Perceptions, and the Behavior of Swiss City Councillors in Different Urban Governance Contexts",https://doi.org/10.1177/1078087413501636,https://www.proquest.com/docview/1542273917?accountid=13598&bdid=165489&_bd=0BrQaU7jokgSWivSKBRiTk%2F4xmM%3D,"In today's cities, councillors see themselves increasingly confronted with new forms of political steering focusing more on interaction than on hierarchical decision making and blurring the lines between the public and private spheres. By embedding the concept of governance in a new institutionalist framework, the article investigates the implications of new models of urban governance on the identity, the notion of democracy, the perceptions, and the role behavior of city councillors. It tests two rival hypotheses -- an optimistic versus a pessimistic perspective on governance and democracy -- and thereby draws on multilevel analyses of a comprehensive survey of all city councillors in Switzerland.","Concerns ""Steering, Not Rowing? An Analysis of the Political Influence, the Role Perceptions, and the Behavior of Swiss City Councillors in Differe..."" (bureaucracy/public-administration/unrelated topic); no water or sanitation service-access content."
R15B4127E5547,E06,2006,Bunn S.; Ghaderi K.; Hillebrand C.,Utilizing energy and demand forecasting as a tool to develop energy procurement strategies,,https://www.scopus.com/pages/publications/84871566485?origin=resultslist,"Energy costs for pumping is typically one of the largest expenses in a water utility's operations budget. The capability to effectively forecast demand profile and schedule production can be beneficially used to guide the utility to procure energy products (electricity, diesel or natural gas) in a manner designed to contain costs. Many utilities have procurement flexibility for purchasing energy used for pumping. Potential options may include choice of alternative suppliers, tradeoff between electricity, natural gas, and co-generation, or electricity purchases in a deregulated market. The understanding of, and effective use of a properly designed forecasting tool to project near term demand and energy load profiles will give the operations and purchasing managers the updated information required to make complex decisions, minimizing the risks and leveraging the benefits. Possible choices facing the utility may include: • How much electricity should be purchased on the real time market • How much should the utility ""hedge"" and procure on long term contracts • Should in-house generation be used, and if so, when and for how long • How much gas should be purchased on the forward market The capability to leverage a forecasting tool becomes even more critical as the utility employs system wide optimization strategies to move electrical load in response to pricing to minimize costs while maintaining defined boundary conditions in the service area. All this must be performed without compromising operational reliability or water quality. As energy tariff structures and policies vary from region to region, and no two water distribution systems are similar, a ""one size fits all"" energy forecasting tool would not be practical. Any forecasting tool must be custom designed for the specific application. © 2006 American Water Works Association Water Security Congress.","Energy demand-forecasting tool for water utility energy procurement; an operations/engineering topic, not access."
R8A46CD860A83,E01,1996,"Hansell, Phyllis Shanley",Health Care's Forgotten Majority,,https://www.proquest.com/docview/236004060?accountid=13598&bdid=165489&_bd=fo5cTEK14BuYqp5SZzdIaA6q2Mw%3D,"Hansell reviews ""Health Care's Forgotten Majority:  Nurses and their frayed white collars"" by Jacqueline Goodman-Draper.",Book review of 'Health Care's Forgotten Majority' on nursing labor conditions; not water/sanitation.
R048FF3EAB08E,E01,2008,"Mooney, Gerry; Scott, Gill; Mulvey, Gareth",The `Celtic Lion' and social policy: Some thoughts on the SNP and social welfare,https://doi.org/10.1177/0261018308091276,https://www.proquest.com/docview/1928213171?accountid=13598&bdid=165489&_bd=cRCXoHoLaZZKxBY0u%2BhKTMqL82g%3D,"In May 2007 the Scottish National Party emerged as the largest single party in the Scottish Parliament and with contingent support from the Greens it now forms a minority Scottish government. This paper considers the ways in which social policy making is being approached by the SNP and the extent to which this represents divergence from the policies of the previous New Labour--Liberal Democrat administration. The paper argues that while the SNP has no tradition of policy making in the field of social welfare there are already some signs emerging of the direction it is likely to follow. Tensions between economic development and social justice agendas are highlighted with a concern that social justice could take even more of a second place than it has in the recent past. Finally it is argued that a neo-liberal vision of Scotland informs current as well as past policy making and explains why the promotion of social justice is more than likely to take second place to the pursuit of economic growth, reflected in the SNP's goal of transforming Scotland as a `Celtic Lion' economy.",Commentary on the Scottish National Party's approach to social welfare policy; unrelated to water/sanitation.
RFEFD1BE2CECF,E01,2002,"Collin, Jean-Pierre; Leveillee, Jacques; Poitras, Claire",New challenges and old solutions: Metropolitan reorganization in Canadian and U.S. city-regions,https://doi.org/10.1111/1467-9906.00129,https://www.proquest.com/docview/228342580?accountid=13598&bdid=165489&_bd=ck6rATlh3lKcX8P9N1HiSDsBnUw%3D,"Collin et al examined how local public institutions, especially municipal administrations, have adapted their structures and actual practices to respond to new regionalist and metropolitan challenges. They wanted to assess if, and how much, governmental institutions are really adopting new ways to plan, supervise and implement metropolitan policies.",Study of metropolitan governance reorganization in Canadian and US city-regions generally; not specific to water/sanitation service.
RFB795CFF2086,E01,1992,"Howe, David",Child abuse and the bureaucratisation of social work,,https://www.proquest.com/docview/199272807?accountid=13598&bdid=165489&_bd=uyZjtsu8aSaSIeXFhsUc5qUdQ4A%3D,"After child abuse became a public issue in the early 1970s, the way public inquiries and government departments framed the problem of and produced the solutions to child abuse was legalistic and bureaucratic.  The development of social services in handling cases of child abuse is detailed.","Sociology-of-bureaucracy/administration record on ""Child abuse and the bureaucratisation of social work""; no water or sanitation service-access content of any kind."
R4F63CC3EADE8,E01,2013,"Travaline, Katharine Antonia","""We Cannot Do It Alone:"" An Interpretive Policy Analysis of Urban Stormwater Governance",,https://www.proquest.com/docview/1520344119?accountid=13598&bdid=165489&_bd=kYa%2Fj%2BHMG6ca672gCaS6xVddJx0%3D,"With its innovative Green City, Clean Waters program, the Philadelphia Water Department (PWD) is the first city in the United States to commit to managing stormwater predominantly using green infrastructure on a city-wide scale. To PWD, this Green City, Clean Waters policy primarily means reducing the amount of stormwater that flows into the City's combined sewer system by decreasing the imperviousness of the urban environment. It also means that it cannot accomplish this goal alone. Because the green stormwater infrastructure approach entails managing stormwater where it lands, PWD must consider the other city agencies who manage and the members of the public who live, work, and play in these city spaces that PWD wants to green. The approach PWD has proposed thus relies on the involvement of multiple city agencies as well as the public. With this study, I examine what it means to PWD and its city and public partners to implement a green infrastructure approach to stormwater management in this collaborative way. To do so, I conducted an interpretive policy analysis, informed by political ethnography, including document analysis, interviewing, and participant-observation. Specifically, examining the inter-agency collaborations and the government-public collaborations involved in the implementation of this policy, I draw lessons about complexity and uncertainty, difference, trust, identity, legitimacy, and accountability. More broadly, I explore what PWD's networked approach to stormwater governance means for democratic policymaking in the City. I suggest that although this approach is more inclusive there remain contradictions between traditional, rationalist public administrative practices and what it means to practice policy in this new governance network. While PWD works to resolve these contradictions, I suggest that lessons drawn from this interpretive policy analysis through the lens of deliberative democracy may enhance the democratic policymaking processes of the City's stormwater governance. Copies of dissertations may be obtained by addressing your request to ProQuest, 789 E. Eisenhower Parkway, P.O. Box 1346, Ann Arbor, MI 48106-1346. Telephone 1-800-521-3042; e-mail: disspub@umi.com","Interpretive policy analysis of Philadelphia's green stormwater infrastructure governance; stormwater management, not household water/sanitation service access."
R1EEB4AE585F2,E01,2013,,Thailand: Thai bourse roadshow to Japan boosts investor base,,https://www.proquest.com/docview/1398790296?accountid=13598&bdid=165485&_bd=ZBJIhWWpHnch4StZXheIHgmHGkM%3D,"The 10 Thai-listed companies which went on the trip were Asia Aviation pcl (AAV), Amata Corporation pcl (AMATA), Berli Jucker pcl (BJC), BTS Group Holdings pcl (BTS), The Erawan Group pcl (ERW), Home Product Center pcl (HMPRO), Khon Kaen Sugar Industry pcl (KSL), Ticon Industrial Connection pcl (TICON), Thai Oil pcl (TOP) and Thai Tap Water Supply pcl (TTW), for a combined market value of THB 384.72 billion (approx.",News item on a Thai stock exchange investor roadshow mentioning a listed water utility among many companies
R01882B55EEBD,E12,2006,"Alexander, Andrea",Water connections ban lifted,,https://www.proquest.com/docview/463016205?accountid=13598&bdid=165485&_bd=Ot3NohZbUOPePcH29tJIhnJX1jA%3D,"""Hurray, Hurray, Hurray,"" said Tim Gillen, a Toms River Realtor and developer who had to postpone plans to build a business park on Route 9 as a result of the ban on water connections.The water company was notified Wednesday that the DEP had lifted the moratorium against new connections effective immediately, said United Water spokesman Richard Henning. The notice came a few weeks after the DEP granted United Water a new allocation permit that expanded the company's annual allocation by more than 40 percent.The DEP had banned new connections to the utility's system after the water company exceeded its allocation permit in 2001, 2002 and 2004. That action stopped almost all new construction in the company's service area, which includes Toms River, South Toms River and the Holiday City and Silver Ridge sections of Berkeley.",News article on lifting a regulatory moratorium on new water connections; not an identifiable research study.
RBBC98162D938,E01,2004,"Johnson, Mary",Our Guest Editor,,https://www.proquest.com/docview/212204831?accountid=13598&bdid=165489&_bd=2OvoLfT9Kc3hzl1O4bWnBjba3eo%3D,"Johnson profiles Richard Browdie, who has worked for thirty years for the good of the older people through management of government and community care organizations. As Pennsylvania's secretary of aging, Browdie fostered collaboration with the service organizations across the state, and during his tenure, the Department of Aging's network of assistance to families caring for older relatives and friends, transportation, dementia programs, and home and community-based services grew substantially.",Editorial profile of an aging-services administrator; no water/sanitation content.
RC13F652A3E82,E01,2003,"Wilson, Adam","Man, 85, Battles Proposed Cell-Phone Tower in Mount Penn. Pa.",,https://www.proquest.com/docview/463778047?accountid=13598&bdid=165485&_bd=k0udKqs4wR3oHW%2Bc%2B3t2y8Xloag%3D,"The Mount Penn Zoning Hearing Board has allowed a cellular tower to be placed 35 feet away from Lis' home at North 22nd Street.[Patrick M. Borja] would lease the tower site to T-Mobile International, Bellevue, Wash., for an undisclosed amount. Borja would not comment on the tower plans at a recent public hearing.Councilman Lee N. Pace said that while Mount Penn is in need of better cellular coverage and Borja has every right to make some money out of it, [Lis] has become the innocent victim.",Local news on a cell-tower zoning dispute; unrelated to water or sanitation.
R848F97A4578B,E04,2009,"Sultana, Farhana","Fluid lives: subjectivities, gender and water in rural Bangladesh",https://doi.org/10.1080/09663690903003942,https://www.proquest.com/docview/61725683?accountid=13598&bdid=165489&_bd=zvUIHsFQb%2FdolicRJppKaj3Z4AA%3D,"This article seeks to contribute to the emerging debates in gender-water and gender-nature literatures by looking at the ways that gendered subjectivities are simultaneously (re)produced by societal, spatial and natural/ecological factors, as well as materialities of the body and of heterogeneous waterscapes. Drawing from fieldwork conducted in Bangladesh on arsenic contamination of drinking water, the article looks at the ways that gender relations are influenced by not just direct resource use/control/access and the implications of different types of waters, but also by the ideological constructs of masculinity/femininity, which can work in iterative ways to influence how people relate to different kinds of water. Conflicts and struggles over water inflect gendered identities and sense of self, where both men and women participate in reproducing and challenging prevailing norms and practices. As a result, multiple social and ecological factors interact in complex and interlinked ways to complicate gender-water relations, whereby socio-spatial subjectivities are re/produced in water management and end up reinforcing existing inequities. The article demonstrates that gender-water relations are not just intersected by social axes, as generally argued by feminist scholars, but also by ecological change and spatial relations vis-a-vis water, where simultaneously socialized, ecologized, spatialized and embodied subjectivities are produced and negotiated in everyday practices. Adapted from the source document.","Gendered subjectivities around arsenic-contaminated water in rural Bangladesh; outcome is identity/subjectivity, not access."
RD0031B17D727,E07,2012,Reddy V.R.,Hydrological externalities and livelihoods impacts: Informed communities for better resource management,10.1016/j.jhydrol.2010.10.044,https://www.scopus.com/pages/publications/84155184335?origin=resultslist,"Hydrological knowledge or information has mostly remained in the domain of scientific community. The communities that interact with the hydrological aspects such as groundwater and surface water on a day to day basis are hardly aware of the information that could critically influence their livelihoods. From the perspective of the communities' information pertaining to groundwater aquifer characters, potential to provide the water resource, surface groundwater interactions in varying geo-hydrological conditions are important. The 'public good' nature of the resources and their linkages with ecological systems gives rise to externalities that could be pervasive. In a number of countries, especially the developing countries, groundwater is the single largest source of drinking as well as irrigation water. In the absence of scientific information with the communities, extraction of groundwater resources for productive purposes has become a risky venture leading to adverse impacts on livelihoods. The externalities associated with over exploitation of groundwater resources and the resulting widespread well failure is identified as one of the main reasons for pushing farmers into debt trap and one of the reasons for farmer suicides in India. The negative externalities are increasingly becoming severe in the context of climate variability.This paper attempts to highlight the importance of hydrological information to the user communities from a socioeconomic perspective using a newly developed framework 'REDUCE' based on theories of effective communication. It shows, based on the evidence, how farming communities are getting affected in the absence of the basic hydrological information across socioeconomic groups. It is argued, using relevant information that the negative externalities could be mitigated to a large extent with proper dissemination of information among the communities and capacitating them to measure and use the information on their own. In order to make the hydrological information relevant and useful for the communities at the macro level, there are six key areas to be addressed viz., Resource (water), Estimation or Evaluation, Distribution, Users, Communication and Execution. Ground water extraction and use is associated with mostly negative externalities. Estimation methods and scale are not commensurate with the users' needs. The natural distribution pattern of the groundwater accentuates the inequalities in its access and use. These inequalities could be corrected through proper policy interventions that pave the way for treating the resources as a common pool resource instead of allowing it to be exploited like a private resource. That is, the hydrological resources ought to be brought under the management regime with the help of policy and governance structures. Users neither have the wherewithal to obtain the right kind of information nor the ability to manage the resource judiciously without institutional support. In this context the communication part of the process of groundwater management becomes important. The external agencies like the NGOs, scientists and policy makers and implementers have to interact and provide the right kind of information packaged to suit the needs of the users. Innovative execution of policies through evolution of institutional mechanisms and user involvement is key to the success of groundwater management. © 2010 Elsevier B.V.","Groundwater information and livelihoods study focused on irrigation/agriculture, not domestic access."
R37EB311AFDF1,E01,2015,"De Simone, Sara",Building a Fragmented State: Land Governance and Conflict in South Sudan,https://doi.org/10.1080/15423166.2015.1085812,https://www.proquest.com/docview/1784140542?accountid=13598&bdid=165489&_bd=xow5Z5RMZWamBSPyw8wVdbdQfYo%3D,"Land governance reforms are part of donor-sponsored liberal peacebuilding projects which have state-building as one of their core elements. After the end of the civil war with Sudan (1983-2005), South Sudan undertook a process of institution-building and policy-making supported by international donors to create a decentralised system based on local 'communities' and their 'traditional authorities'. Communal customary rights to land have been legalised to reduce rural people's economic vulnerability and satisfy one of the major grievances that led to war. In fact, the land reform encouraged the overlapping between the spheres of local state administration and the ethnic community ruled by traditional authorities. To date this has appeared to strengthen ethnic affiliation as a means to access resources and enrich government officers' repertoires for claiming control over the territory on behalf of the 'community', thereby increasing competition in a context marked by the militarisation of ethnic identity.","Concerns ""Building a Fragmented State: Land Governance and Conflict in South Sudan"" (bureaucracy/public-administration/unrelated topic); no water or sanitation service-access content."
R01404522E900,E05,2026,Baker J.M.; Chand K.,The potential contributions of irrigation channel networks to urban climate-resilience in the Hindu Kush Himalaya,10.1016/j.cosust.2026.101634,https://www.scopus.com/pages/publications/105035784691?origin=resultslist,"The expansion of urbanized areas in the Hindu Kush Himalaya (HKH) is accompanied by significant environmental challenges, primarily due to fragile mountain ecosystems, climate change, and inadequate planning and regulatory frameworks. A critical issue is the declining availability of local surface and groundwater sources, such as springs and aquifers, which, when coupled with increasing demand, lead to acute water scarcity. Municipal water agencies struggle to access distant water sources, hampered by resource limitations and governance issues, resulting in the rise of largely unregulated private water suppliers to fill the gaps. Additionally, financial constraints hinder investment in essential drainage infrastructure, exacerbating the situation. Climate change has led to erratic precipitation patterns and rising temperatures, causing extreme rainfall events and glacial melt. These conditions, combined with poor drainage and rapid urban expansion, have resulted in frequent and severe flooding and landslides. Expanding urban areas may engulf peri-urban agricultural lands that contain established networks of community-managed irrigation channels. We argue that, if maintained in urban environments, these channel networks would enhance groundwater recharge and facilitate drainage during storm events. By mitigating groundwater depletion and flooding, functioning irrigation channel networks in urban areas can act as a nature-based solution (NbS) to these challenges. We discuss short- and long-term policies to enable this form of blue infrastructure to flourish, thereby supporting climate-resilient development in the rapidly urbanizing areas of the HKH region. © 2026 The Authors.",Conceptual/policy discussion of irrigation-channel networks as urban climate-resilience infrastructure; no empirical population/exposure/outcome.
