"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Cited by","DOI","Link","Abstract","Author Keywords","Index Keywords","Document Type","Publication Stage","Open Access","Source","EID"
"Gautam M.; Wankhade K.; Sarangan G.; Sudhakar S.","Gautam, Mamta (57222741611); Wankhade, Kavita (56891366300); Sarangan, Gayathri (56899006400); Sudhakar, Srinithi (57222749222)","57222741611; 56891366300; 56899006400; 57222749222","Framework for addressing occupational safety of de-sludging operators: A study in two Indian cities","2021","Journal of Environmental Management","289","","112243","","","23","10.1016/j.jenvman.2021.112243","https://www.scopus.com/pages/publications/85103934840?origin=resultslist","Safety of sanitation workers remains an often-ignored aspect in Fecal Sludge Management. While shifting workers from manual to mechanical means of de-sludging remains a priority, this paper highlights that there are a number of safety issues, including exposure to sludge, faced by sanitation workers, even in a mechanised context, where de-sludging trucks are utilised to provide de-sludging services. Based on a detailed analysis of observation of stakeholders and extensive process documentation (of de-sludging process), and expert interviews, the study identified three key safety concerns: inhalation of harmful gases, contact with sludge, and physical injury, and determined the underlying cause for the same, using a systems thinking approach. These causes are varied including behaviours and practices by households such as non-compliance of septic tank construction to design standards, irregular cleaning, improper disposal of inappropriate items in toilets; inappropriate or inadequate design of decanting stations, tools and equipment, and inadequate awareness and knowledge among all stakeholders. Using the hierarchy of controls framework, a set of measures are described to increase the safety of workers. These proposed interventions go beyond the provision of Personal Protective Equipment (PPE), and range from behaviour change campaigns, improvements in decanting stations, better access to appropriately designed tools. The study highlights the need to place emphasis on eliminating, substituting and controlling the hazards as necessary steps for PPE to be relevant. Finally, the paper places the issue of occupational safety within the larger context of the informal nature of de-sludging occupation and the overall vulnerability of workers. It posits that this makes safety more complicated to address as several factors need to be taken into account, and actions are required by multiple sets of actors. © 2021 The Author(s)","De-sludging; Fecal sludge management; India; Occupational safety; Personal protective equipment; Sanitation workers","Cities; Feces; Humans; Occupational Health; Sanitation; Sewage; India; Construction equipment; Human resource management; Protective clothing; Regulatory compliance; Sanitation; Systems thinking; De-sludging; Faecal sludge; Fecal sludge management; India; Occupational safety; Personal protective equipment; Sanitation worker; Sludge management; Sludging; Workers'; activated sludge; design; injury; knowledge; occupation; safety; sanitation; stakeholder; vulnerability; Article; controlled study; female; household; human; Indian; interview; manufacturing industry; mining; occupational safety; sanitation; sewage treatment plant; sludge treatment; social norm; city; feces; occupational health; sewage; Occupational risks","Article","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85103934840"
"Logie C.H.; Okumu M.; Berry I.; Hakiza R.; Kibuuka Musoke D.; Kyambadde P.; Mwima S.; Lester R.T.; Perez-Brumer A.G.; Baral S.; Mbuagbaw L.","Logie, Carmen H (35174959000); Okumu, Moses (57193879118); Berry, Isha (56469049900); Hakiza, Robert (57212565052); Kibuuka Musoke, Daniel (57198451793); Kyambadde, Peter (57209389288); Mwima, Simon (57202428979); Lester, Richard T (15051914100); Perez-Brumer, Amaya G (36643073600); Baral, Stefan (21833280200); Mbuagbaw, Lawrence (34880456700)","35174959000; 57193879118; 56469049900; 57212565052; 57198451793; 57209389288; 57202428979; 15051914100; 36643073600; 21833280200; 34880456700","Kukaa Salama (Staying Safe): Study protocol for a pre/post-trial of an interactive mHealth intervention for increasing COVID-19 prevention practices with urban refugee youth in Kampala, Uganda","2021","BMJ Open","11","11","e055530","","","15","10.1136/bmjopen-2021-055530","https://www.scopus.com/pages/publications/85120586148?origin=resultslist","Introduction With over 82.4 million forcibly displaced persons worldwide, there remains an urgent need to better describe culturally, contextually and age-tailored strategies for preventing COVID-19 in humanitarian contexts. Knowledge gaps are particularly pronounced for urban refugees who experience poverty, overcrowded living conditions and poor sanitation access that constrain the ability to practise COVID-19 mitigation strategies such as physical distancing and frequent hand washing. With over 1.4 million refugees, Uganda is sub-Saharan Africa's largest refugee hosting nation. More than 90 000 of Uganda's refugees live in Kampala, most in informal settlements, and 27% are aged 15-24 years old. There is an urgent need for tailored COVID-19 responses with urban refugee adolescents and youth. This study aims to evaluate the effectiveness of an 8-week interactive informational mobile health intervention on COVID-19 prevention practices among refugee and displaced youth aged 16-24 years in Kampala, Uganda. Methods and analysis We will conduct a pre-test/post-test study nested within a larger cluster randomised trial. Approximately 385 youth participants will be enrolled and followed for 6 months. Data will be collected at three time points: before the intervention (time 1); immediately after the intervention (time 2) and at 16-week follow-up (time 3). The primary outcome (self-efficacy to practise COVID-19 prevention measures) and secondary outcomes (COVID-19 risk awareness, attitudes, norms and self-regulation practices; depression; sexual and reproductive health practices; food and water security; COVID-19 vaccine acceptability) will be evaluated using descriptive statistics and regression analyses. Ethics and dissemination This study has been approved by the University of Toronto Research Ethics Board, the Mildmay Uganda Research Ethics Committee, and the Uganda National Council for Science Technology. The results will be published in peer-reviewed journals, and findings communicated through reports and conference presentations. Trial registration number ClinicalTrials.gov Registry (NCT04631367).  © ","COVID-19; preventive medicine; public health","Adolescent; Adult; COVID-19; COVID-19 Vaccines; Humans; Randomized Controlled Trials as Topic; Refugees; SARS-CoV-2; Telemedicine; Uganda; Young Adult; SARS-CoV-2 vaccine; water; adolescent; adult; Article; autoregulation; clinical outcome; clinical trial; comparative effectiveness; controlled study; coronavirus disease 2019; female; follow up; human; major clinical study; male; outcome assessment; pretest posttest design; preventive medicine; professional standard; public health; randomized controlled trial; refugee; reproductive health; security; self concept; Uganda; randomized controlled trial (topic); telemedicine; Uganda; young adult","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85120586148"
"Moseki M.C.","Moseki, Motlole Christopher (58134429900)","58134429900","Mainstreaming climate change into transboundary river basins: A SADC regional case study","2021","Climate Change and Water Resources in Africa: Perspectives and Solutions Towards an Imminent Water Crisis","","","","433","458","4","10.1007/978-3-030-61225-2_19","https://www.scopus.com/pages/publications/85149622439?origin=resultslist","Member States that are signatory to the Revised Protocol on Shared Water Courses in the Southern African Development Community ( SADC ) have to collaborate on development, management, use, and conservation of water resources of the shared river system and to enhance a common and better understanding of the system. Additionally, international water and sanitation agreements must be robust and resilient with respect to climate change . This chapter seeks to investigate climate change considerations in regional water policy formulation and implementation, and to provide an account of the extent to which climate change has been considered in transboundary water agreements, SADC regional protocols and frameworks. Recommendations for assessment and subsequent mainstreaming of climate change factors into regional water policy frameworks, plans, and practice are offered. Case studies of the Orange-Senqu, Limpopo, and Incomati (Inkomati) River Basins are used to test the extent to which climate change is considered in transboundary water resources. The Orange-Senqu River is a water-scarce basin with low rainfall-to-runoff conversion, high aridity, and high climatic variability. Climate models project an increase in mean annual temperature of over 3 °C in the intermediate future (2046-2065). The Limpopo Basin is semi-arid, highly variable in climate, and prone to drought, which is projected to increase in frequency and severity, while rainfall projections are uncertain. The Incomati, a semi-arid basin with an average annual rainfall of 767 mm and temperature of 17 °C, is projected to become drier in the future. This chapter is based on climate change research at the Water Research Commission as well as literature search. The objective of this work is to encourage mainstreaming of climate change forecasting into water management and planning at the transboundary level. There is a great need to strengthen institutional capacity for sustainable management of water under a changing climate and to improve coverage of climate change scenario projections in southern Africa . © Springer Nature Switzerland AG 2021.","Climate change; Mainstreaming; Transboundary; Water","","Book chapter","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85149622439"
"Yulianto A.; Pramudita A.F.; Wantoputri N.I.; Rahmawati S.","Yulianto, A. (57216847359); Pramudita, A.F. (57395775300); Wantoputri, N.I. (57209412407); Rahmawati, S. (25628457400)","57216847359; 57395775300; 57209412407; 25628457400","Evaluation of Post-Construction Communal Wastewater Treatment Plants (WWTPs) in Sleman District, Special Region of Yogyakarta","2021","IOP Conference Series: Earth and Environmental Science","933","1","012019","","","3","10.1088/1755-1315/933/1/012019","https://www.scopus.com/pages/publications/85122185455?origin=resultslist","The Special Region of Yogyakarta Government took one step to improve access to proper sanitation for the community through the Communal WWTP. There are four communal WWTP procurement programs in Sleman District: Community-based Sanitation, Urban Sanitation Rural Infrastructure (USRI), Special Allocation Fund and Community-based Environmental Sanitation. After the Communal WWTP was built and operated, various problems indicate the Communal WWTP has not run optimally after construction. Therefore, this study evaluated thirteen Communal WWTPs in Sleman District after construction was carried out. The aspects reviewed in this study were the administrator institutional and the management's performance using the scoring method. The evaluation results based on the administrator institutional aspect and the management's performance showed that Ambarketawang WWTP had less performance with a total score of 16. At the same time, other WWTPs got the optimal category with a total score more than equal to 25. These results indicate that the Community-Based Environmental Sanitation procurement program was considered less than optimal because the Ambarketawang WWTP did not keep Communal WWTP documentation and had no maintenance Standard Operational Procedure (SOP). The administrators did not also understand the main tasks and functions as administrators.  © Published under licence by IOP Publishing Ltd.","","","Conference paper","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85122185455"
"Sohns A.; Ford J.D.; Adamowski J.; Robinson B.E.","Sohns, Antonia (56736720000); Ford, James D. (8928726900); Adamowski, Jan (57217779740); Robinson, Brian E. (56670451000)","56736720000; 8928726900; 57217779740; 56670451000","Participatory Modeling of Water Vulnerability in Remote Alaskan Households Using Causal Loop Diagrams","2021","Environmental Management","67","1","","26","42","33","10.1007/s00267-020-01387-1","https://www.scopus.com/pages/publications/85095696098?origin=resultslist","Despite perceptions of high water availability, adequate access to sufficient water resources remains a major challenge in Alaska. This paper uses a participatory modeling approach to investigate household water vulnerability in remote Alaska and to examine factors that affect water availability and water access. Specifically, the work asks: how do water policy stakeholders conceptualize the key processes that affect household water vulnerability in the context of rural Alaska? Fourteen water policy stakeholders participated in the modeling process, which included defining the problem of household water vulnerability and constructing individual causal loop diagrams (CLDs) that represent their conceptualization of household water vulnerability. Individual CLDs were subsequently combined and five sub-models emerged: environmental, economic, infrastructure, social, and health. The environmental and economic sub-models of the CLD are explored in depth. In the environmental sub-model, climate change and environmental barriers due to geography influence household water vulnerability. In the economic sub-model, four processes and one feedback loop affect household water vulnerability, including operations and maintenance funding, the strength of the rural Alaskan economy, and the impact of regulations. To overcome household water vulnerability and make households more resilient, stakeholders highlighted policy solutions under five themes: economics, social, regulatory, technological, and environmental. © 2020, Springer Science+Business Media, LLC, part of Springer Nature.","Alaska; Arctic; Causal loop diagrams; Climate change; Participatory modeling; Water vulnerability","Alaska; Climate Change; Humans; Rural Population; Water; Water Resources; Alaska; United States; Climate change; Climate models; Economics; Water management; water; Causal loop diagrams; Household water; Modeling process; Operations and maintenance; Participatory modeling; Water availability; Water policies; Water vulnerabilities; conceptual framework; diagram; environmental modeling; household survey; participatory approach; perception; vulnerability; water availability; water planning; water resource; Alaska; Article; causal loop diagram; climate change; economic aspect; environmental factor; environmental policy; feedback system; geography; household; human; model; plots and curves; policy; rural population; stakeholder engagement; water availability; water quality; water supply; Alaska; climate change; water supply; Rural areas","Article","Final","All Open Access","Scopus","2-s2.0-85095696098"
"Opatowski L.; Opatowski M.; Vong S.; Temime L.","Opatowski, Lulla (24923054200); Opatowski, Marion (56939053900); Vong, Sirenda (6603420595); Temime, Laura (9273731700)","24923054200; 56939053900; 6603420595; 9273731700","A One-Health Quantitative Model to Assess the Risk of Antibiotic Resistance Acquisition in Asian Populations: Impact of Exposure Through Food, Water, Livestock and Humans","2021","Risk Analysis","41","8","","1427","1446","20","10.1111/risa.13618","https://www.scopus.com/pages/publications/85094637503?origin=resultslist","Antimicrobial resistance (AMR) has become a major threat worldwide, especially in countries with inadequate sanitation and low antibiotic regulation. However, adequately prioritizing AMR interventions in such settings requires a quantification of the relative impacts of environmental, animal, and human sources in a One-Health perspective. Here, we propose a stochastic quantitative risk assessment model for the different components at interplay in AMR selection and spread. The model computes the incidence of AMR colonization in humans from five different sources: water or food consumption, contacts with livestock, and interhuman contacts in hospitals or the community, and combines these incidences into a per-year acquisition risk. Using data from the literature and Monte-Carlo simulations, we apply the model to hypothetical Asian-like settings, focusing on resistant bacteria that may cause infections in humans. In both scenarios A, illustrative of low-income countries, and B, illustrative of high-income countries, the overall individual risk of becoming colonized with resistant bacteria at least once per year is high. However, the average predicted incidence of colonization was lower in scenario B at 0.82 (CrI [0.13, 5.1]) acquisitions/person/year, versus 1.69 (CrI [0.66, 11.13]) acquisitions/person/year for scenario A. A high percentage of population with no access to improved water on premises and a high percentage of population involved in husbandry are shown to strongly increase the AMR acquisition risk. The One-Health AMR risk assessment framework we developed may prove useful to policymakers throughout Asia, as it can easily be parameterized to realistically reproduce conditions in a given country, provided data are available. © 2020 Society for Risk Analysis","Acquisition; antibiotic resistance; Asia; exposure assessment; health risk assessment; Monte-Carlo simulation; One-Health; transmission summary for social media","Animals; Anti-Bacterial Agents; Asia; Asians; Bacteria; Drug Resistance, Bacterial; Food; Humans; Incidence; Livestock; Monte Carlo Method; One Health; Prevalence; Reproducibility of Results; Risk Assessment; Sanitation; Water; Asia; Agriculture; Antibiotics; Bacteria; Chromium compounds; Food supply; Health; Health risks; Iodine compounds; Monte Carlo methods; Risk perception; Stochastic models; Stochastic systems; antiinfective agent; water; Antibiotic resistance; Antimicrobial resistances; Health perspective; Low income countries; Quantitative modeling; Quantitative risk assessment; Resistant bacteria; Risk assessment framework; antibiotic resistance; colonization; disease incidence; disease spread; hospital sector; policy making; risk assessment; sanitation; animal; antibiotic resistance; Asia; Asian; bacterium; food; human; incidence; livestock; Monte Carlo method; One Health; prevalence; procedures; reproducibility; risk assessment; sanitation; Risk assessment","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85094637503"
"Venu Madhav M.","Venu Madhav, M. (60519153400)","60519153400","Water Governance for Sustainable Development: Role of Community Participation, Opportunities and Challenges","2021","Advances in Geographical and Environmental Sciences","Part F7995","","","311","320","2","10.1007/978-981-15-8237-0_26","https://www.scopus.com/pages/publications/105033506778?origin=resultslist","Water is one of the indicators for sustainable development, it plays a vital role in human health and wellbeing. Water governance is an effective tool between communities and institutions for the effective implementation of water services to the community. Sustainable Development Goals (SDGs) targeted that, “By 2030, achieve access to adequate and equitable water, sanitation and hygiene for all and end open defecation, paying special attention to the needs of women and girls and those in vulnerable situations”, to achieve the universal access of water services, involvement and participation of community play an important role. Community participation means the participation of people in the administrative process, policy formulation, implementation of the programmes, the evolution of the programmes and sharing the benefits. It implies citizen’s control over administration or public influence on the administration. It secures public support to the government policies and makes them a success and constitutes an important means of enforcing administrative accountability. This paper provides a detailed review on various governance issues involved in the drinking water sector and the role of community participation to ensure better service delivery; to substantiate this review, the Gollapally and Kodimial mandals in Telangana State has been taken as a case study. © The Author(s), under exclusive license to Springer Nature Singapore Pte Ltd. 2021.","Community participation; Sustainable development; Water governance","","Book chapter","Final","","Scopus","2-s2.0-105033506778"
"Ekawati; Ellyta; Sugiardi S.","Ekawati (57194589787); Ellyta (57221965666); Sugiardi, S. (57214108041)","57194589787; 57221965666; 57214108041","Economic feasibility analysis of service business of agricultural equipment and machinery in Kubu Raya Regency, Indonesia","2021","IOP Conference Series: Earth and Environmental Science","637","1","012059","","","5","10.1088/1755-1315/637/1/012059","https://www.scopus.com/pages/publications/85100780194?origin=resultslist","Agricultural equipment and machinery have become the main farmer's need as technically it can accelerate and improve the quality of soil cultivation, water supply, increase the cropping index, reduce lost yields and preserve the environmental functions. Economically, it can increase the added values through product processing, productivity, and resource efficiency. Institutional service business of agricultural equipment and machinery (UPJA) needs to develop to facilitate farmers' access to the use of affordable agricultural equipment and machinery in order to increase the sustainable food production. The sustainability of the service business is influenced by many aspects including economic aspects. This study aimed to analyze financial feasibility of UPJA in Parit Keladi village, Sungai Kakap subdistrict, Kubu Raya Regency. Analysis of R/C ratio and B/C ratio was applied. Based on R/C ratio of feasibility analysis, all kinds of agricultural equipment and machinery including transplanter, water pump, rice thresher, mini combine harvester, and hand tractor provided by the service business were feasible, shown by R/C ratio> 1.52 and B/C ratio >0.52. Whereas, The R/C value of water pump of 2.5; hand tractor 2.0; 1.81 transplant machine and 1.67 mini combaine and 1.31 power thresher machine, respectively. © 2021 Institute of Physics Publishing. All rights reserved.","","Agricultural robots; Sustainable development; Tractors (agricultural); Tractors (truck); Water supply; Agricultural equipment; Combine harvesters; Economic feasibility analysis; Environmental functions; Feasibility analysis; Product processing; Resource efficiencies; Service business; Cultivation","Conference paper","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85100780194"
"Mohanty P.C.; Sharma K.","Mohanty, Pratap C. (16216401800); Sharma, Kamal (58418819400)","16216401800; 58418819400","Households’ responses on medical pluralism: Dynamics and determinants of access to traditional medicines in India","2021","Clinical Epidemiology and Global Health","12","","100880","","","6","10.1016/j.cegh.2021.100880","https://www.scopus.com/pages/publications/85118175196?origin=resultslist","The Indian healthcare practice is pluralistic and unique since it is poised with many challenges. High out of pocket (OOPE) expenditure, scanty institutional facilities, and expensive private healthcare, etc. have strong bearing on adoption of traditional health care practices besides socio-cultural and other gradients. The paper addresses the dynamics and determinants of the access to traditional medicines in India using the representative dataset of the national sample survey (71st and 75th round) conducted in 2014 and 2017–2018. The analysis includes descriptive statistics, conditional Logit regression with marginal effects and Tobit regressions models. Results confirm increased access to traditional medicines even in case of major ailments which has reduced the OOPE on healthcare. The Covid19 pandemic has synergised the use of AYUSH owing to its immunity-boosting measures. The paper also incorporates some of the recent policy initiatives taken over recently in India to facilitate the Ayurveda, Yoga and Naturopathy, Unani, Sowa Rigpa, Siddha and Homoeopathy (AYUSH). © 2021","AYUSH; Determinants; Dynamics; Medical pluralism; Traditional medicines","drinking water; adolescent; adult; aged; Article; Ayurveda; child; coronavirus disease 2019; educational status; female; health care access; health survey; homeopathy; household; human; immunity; India; infant; major clinical study; male; middle aged; naturopathy; pandemic; Siddha medicine; Tibetan medicine; traditional medicine; Unani medicine; urban area; water supply; yoga","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85118175196"
"Kumar A.; Singh N.; Cooper S.; Mdee A.; Singhal S.","Kumar, Ashok (56169893100); Singh, Nitin (57352133100); Cooper, Sarah (54786293400); Mdee, Anna (26640577600); Singhal, Shivani (57352133300)","56169893100; 57352133100; 54786293400; 26640577600; 57352133300","Infrastructural Violence: Five Axes of Inequities in Water Supply in Delhi, India","2021","Frontiers in Water","3","","727368","","","37","10.3389/frwa.2021.727368","https://www.scopus.com/pages/publications/85119827331?origin=resultslist","Inequity is deeply embedded in the supply of drinking water in Delhi, India. Using the concept of infrastructural violence, this paper exposes how past and present governance of water has resulted in unequal distribution of supply across the city to exclude vulnerable communities from accessing drinking water. This perspective broadens the gaze away from a narrow gaze on the technical and structural aspects of infrastructure to encompass the socio-political dimensions. This paper starts by outlining the history of the water supply in Delhi. We then outline five axes of exclusion which can be read as infrastructural violence and explores how aspects of water policy, legislation, and planning uphold these injustices. Our discussion centers on how economics, political ideology, and power infiltrate governing mechanisms to influence water infrastructure to entrench poverty and marginalization. Attempts to improve water security for Delhi's residents face minimal impact without addressing these embedded inequities. Therefore, our analysis offers a framework to systematically create awareness of the factors to be addressed to enable a more equitable governance of water supply. Copyright © 2021 Kumar, Singh, Cooper, Mdee and Singhal.","active infrastructural violence; five axes of exclusions; infrastructural violence; passive infrastructural violence; water inequities","","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85119827331"
"Ritter W.","Ritter, William (7101644923)","7101644923","State regulations and guidelines for wastewater reuse for irrigation in the U.S.","2021","Water (Switzerland)","13","20","2818","","","40","10.3390/w13202818","https://www.scopus.com/pages/publications/85117472092?origin=resultslist","The objective of this paper is to present an overview of state regulations and guidelines for wastewater reuse for irrigation. Land application of wastewater in the U.S. began in the 19th century when it was considered the safest and best method for wastewater disposal. According to the Environmental Protection Agency (EPA), 27 states have regulations for wastewater reuse and 11 states have guidelines for reuse. Some states have no regulations or guidelines for wastewater reuse. For urban wastewater reuse for irrigation where public access is not restricted and for irrigation of food crops, many of the states require additional levels of treatment beyond secondary treatment, which may include oxidation, coagulation, and filtration and high levels of disinfection. California, Arizona, Texas, and Florida were the earliest states to establish water reuse programs and account for the majority of wastewater reuse for irrigation in the U.S. Several of the challenges to increase wastewater reuse are water rights in the western states and a lack of funding for new projects. © 2021 by the author. Licensee MDPI, Basel, Switzerland.","California; Irrigation; Regulations; Wastewater reclamation; Wastewater treatment; Water quality","United States; Florida; Environmental Protection Agency; Irrigation; Laws and legislation; Wastewater disposal; Wastewater reclamation; Water conservation; Water quality; 19th century; California; Environmental Protection Agency's; Land applications; Public Access; Regulation; Reuse; State regulations; Urban wastewater; Wastewater reuse; environmental protection; irrigation system; oxidation; wastewater treatment; water use; Wastewater treatment","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85117472092"
"Boston M.; Bañez S.; Fernandez-Ritchie T.; Fruean N.; Peiris N.; Lay M.","Boston, M. (56625831300); Bañez, S. (60338994400); Fernandez-Ritchie, T. (60339920700); Fruean, N. (60339363800); Peiris, N. (26536351000); Lay, M. (13409817200)","56625831300; 60338994400; 60339920700; 60339363800; 26536351000; 13409817200","TOWARDS CREATING RESILIENT CITIES: A CASE STUDY OF HAMILTON, NEW ZEALAND","2021","World Conference on Earthquake Engineering proceedings","2021","","7i-0002","","","0","","https://www.scopus.com/pages/publications/105027928172?origin=resultslist","Hamilton, the fourth largest city in New Zealand, has a population of 140,000 people covering an area of 110km2. While Hamilton has not experienced significant earthquakes in recorded history, recent geological surveys have discovered multiple fault lines running in a northeastern direction throughout the city. These fault lines run under critical infrastructure, including a wastewater treatment plant, water and sewer lines, and three main roads. They also run under the local university, one of the main industrial subdivisions, and an important bridge over the Waikato River. The Waikato region is largely a drained peat swamp with significant regions vulnerable to liquefaction and land movement. An earthquake hazard map identifies five key regions in Hamilton most vulnerable to damage from earthquakes, including the Waikato Hospital, the central business district, an industrial subdivision along Kahikatea Drive, and some residential areas. Main power lines also cross the fault lines. This study examined the effect of a combined moderate earthquake and extended power outage on Hamilton’s lifelines, including storm, waste, and potable water networks, communication networks, emergency services, and transportation. Soil maps, ground movement estimates, and fragility curves for buildings and utilities were used to assess the risk of damage to each network. The resilience of Hamilton’s utilities was assessed using a rating matrix that evaluated robustness, redundancies, resourcefulness, and rapidity. The rating matrix considered policies, documentation, training, availability of personnel, and service culture. Infrastructure interdependence was assessed using a Pugh selection matrix to identify key linkages, priority areas for repair, and critical connections that require strengthening. Finally, a strategy was proposed for strengthening key infrastructure components to improve the overall resilience and robustness of Hamilton’s infrastructure for the scenario described. During a moderate earthquake event in Hamilton, several disruptions are expected in key areas of the city. These include increased traffic congestion, communication outages, and damage to Fairfield Bridge, one of only six bridges linking the two sides of the city across the Waikato River. With limited road capacity, emergency services vehicles are expected to experience significant delay. On the other hand, bandwidth overloading and interoperability remain the two major challenges to maintaining communications. Further, water pipelines crossing the fault line are expected to be damaged. The pipe materials and routing for these pipe networks were not designed for seismic resilience, and there is only one potable water treatment plant. Finally, the main challenge for emergency services is two-fold—ensuring facilities remain structurally sound and functional and allowing for interagency operability. It has been observed across all four lifelines that there is a lack of collaboration between agencies in planning and training, which results in a significant disconnect in major response operations. Although individual plans may be sound, the lack of an integrative strategy often results in inefficient ad hoc response and increased risk. © The 17th World Conference on Earthquake Engineering.","community resilience; earthquake resilience; infrastructure; New Zealand","Arctic vehicles; Concrete pavements; Curves (road); Effluent treatment; Emergency vehicles; Energy policy; Fluoridation; Industrial water treatment; Insurance; Motor transportation; Outfalls; Personnel selection; Risk management; Rivers; Sewer linings; Storm sewers; Traffic congestion; Wages; Water piping systems; Case-studies; Community resiliences; Earthquake resilience; Fault line; Hamiltons; Infrastructure; Large cities; matrix; New zealand; Waikato rivers; Emergency services","Book chapter","Final","","Scopus","2-s2.0-105027928172"
"Jana A.; Sarkar A.; Thomas N.; Krishna Priya G.S.; Bandyopadhyay S.; Crosbie T.; Ghanem D.A.; Waller G.; Pillai G.G.; Newbury-Birch D.","Jana, Arnab (56188769800); Sarkar, Ahana (57202190967); Thomas, Neenu (57207948199); Krishna Priya, G.S. (55846362600); Bandyopadhyay, Santanu (7402059311); Crosbie, Tracey (15768678900); Ghanem, Dana Abi (6506914649); Waller, Gillian (57197720997); Pillai, Gobind G. (56021700200); Newbury-Birch, Dorothy (7801384993)","56188769800; 57202190967; 57207948199; 55846362600; 7402059311; 15768678900; 6506914649; 57197720997; 56021700200; 7801384993","Rethinking water policy in India with the scope of metering towards sustainable water future","2021","Clean Technologies and Environmental Policy","23","8","","2471","2495","5","10.1007/s10098-021-02167-z","https://www.scopus.com/pages/publications/85111157920?origin=resultslist","The water sector in India has undergone several institutional and structural reforms through different policies and legislation changes over the past decades to address the water scarcity challenges. This study presents and analyses various water utility policies chronologically emphasising persuasive conservation and use efficiency approach towards their implementation. A review of existing policies indicated that most of them have been only partially effective in implementing efficient water management due to the lack of a need-specific institutional framework, further deepening the water crisis. Moreover, the Indian water sector has been identified to concentrate majorly on water resource management, while overlooking sustainable aspects like water use efficiency through water metering. This study performed an 'indicator-based analysis', applying the framework of bounded rationality coupled with a 'cause-effect' model to recognise the effect of 12 significant water supply policies executed since independence. While initial policies focused on coverage and supply of adequate, safe, and improved drinking water majorly to rural sectors, the water sector gained holistic importance during the post-1990s considering aspects of the water source, supply frequency, water tariffing, etc. However, the gap coherence analysis illustrated that the concept of ‘water metering’ has not been distinctly considered in these policies. The findings from this study indicate a need for a discrete water metering policy, an equitable, universal, and cost-reflective tariff structuring, and the formulation of an institutional metering framework involving codes, testing laboratories, water metering standard associations. The above offers an alternate approach to the existing policy and a feasible solution to the water crisis in India. Internalising the advantages of metering in policy agenda may unlock the possibilities of success of the forthcoming policies. Graphic abstract: [Figure not available: see fulltext.] © 2021, The Author(s), under exclusive licence to Springer-Verlag GmbH Germany, part of Springer Nature.","Policy assessment; Sustainable water future; Tariff structure; Water conservation; Water metering; Water supply","Efficiency; Laboratories; Water conservation; Water management; Water meters; Water supply; Alternate approaches; Bounded rationality; Coherence analysis; Institutional framework; Legislation changes; Testing laboratories; Water use efficiency; Waterresource management; Potable water","Article","Final","","Scopus","2-s2.0-85111157920"
"Mallory A.; Omoga L.; Kiogora D.; Riungu J.; Kagendi D.; Parker A.","Mallory, Adrian (57208141990); Omoga, Lilian (57222061883); Kiogora, Domenic (57222058705); Riungu, Joy (57201155391); Kagendi, Dorothy (57222062023); Parker, Alison (35183675500)","57208141990; 57222061883; 57222058705; 57201155391; 57222062023; 35183675500","Understanding the role of informal pit emptiers in sanitation in nairobi through case studies in Mukuru and Kibera settlements","2021","Journal of Water Sanitation and Hygiene for Development","11","1","","51","59","22","10.2166/washdev.2020.193","https://www.scopus.com/pages/publications/85101206979?origin=resultslist","Achieving universal sanitation in informal settlements will depend on improved onsite sanitation, as sewer systems are unlikely to be viable solutions due to technical and political constraints. In Nairobi, Kenya, 60% of the population live among its 150 informal settlements, occupying only 5% of its total residential land. This research assessed the role of informal pit emptiers in providing sanitation in Mukuru and Kibera, two of the largest informal settlements in Nairobi, and the barriers to achieving improved services. Through qualitative data collection, the research found that pit emptiers are institutionally and physically outside of the current paradigm of sanitation service delivery. There is no infrastructure available to remove waste from informal settlements, except for a transfer station that is being piloted by Sanergy, and instead waste ends up disposed in the community. The pit emptiers also face violence and intimidation from competitors or locals claiming ownership of territory. Providing improved sanitation in such areas will depend on the provision of new infrastructure, but this can only succeed with a detailed understanding of the competing and vested interests that can enable or undermine a project. © 2021 The Authors.","Faecal sludge management; Informal sector; Kenya; Pit emptiers","Kenya; Nairobi [Kenya]; Case-studies; Informal settlements; Nairobi , Kenya; On-site sanitations; Political constraints; Qualitative data; Sanitation services; Viable solutions; informal sector; informal settlement; qualitative analysis; sanitation; service provision; sludge; territorial dispute; violence; waste disposal; Sanitation","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85101206979"
